
SWEPT_VAR_1 = 35.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
76.8    	-24.36  
77.2    	-24.49  
77.6    	-24.69  
78      	-24.89  
78.4    	-25.12  
78.8    	-25.33  
79.2    	-25.41  
79.6    	-25.4   
80      	-25.27  
80.4    	-25.09  
80.8    	-24.89  
81.2    	-24.67  
81.6    	-24.46  
82      	-24.31  
82.4    	-24.2   
82.8    	-24.1   
83.2    	-23.97  
83.6    	-23.85  
84      	-23.75  
84.4    	-23.75  
84.8    	-23.81  
85.2    	-23.89  
85.6    	-23.97  
86      	-24.07  
86.4    	-24.17  
86.8    	-24.29  
87.2    	-24.42  
87.6    	-24.54  
88      	-24.62  
88.4    	-24.69  
88.8    	-24.79  
89.2    	-24.79  
89.6    	-24.73  
90      	-24.63  
90.4    	-24.53  
90.8    	-24.43  
91.2    	-24.3   
91.6    	-24.12  
92      	-23.92  
92.4    	-23.87  
92.8    	-23.91  
93.2    	-23.93  
93.6    	-23.9   
94      	-23.87  
94.4    	-23.83  
94.8    	-23.81  
95.2    	-23.7   
95.6    	-23.58  
96      	-23.55  
96.4    	-23.49  
96.8    	-23.48  
97.2    	-23.48  
97.6    	-23.38  
98      	-23.33  
98.4    	-23.29  
98.8    	-23.26  
99.2    	-23.21  
99.6    	-23.19  
100     	-23.18  
100.4   	-23.25  
100.8   	-23.34  
101.2   	-23.44  
101.6   	-23.54  
102     	-23.54  
102.4   	-23.55  
102.8   	-23.57  
103.2   	-23.63  
103.6   	-23.63  
104     	-23.59  
104.4   	-23.56  
104.8   	-23.53  
105.2   	-23.5   
105.6   	-23.47  
106     	-23.49  
106.4   	-23.53  
106.8   	-23.6   
107.2   	-23.65  
107.6   	-23.65  
108     	-23.69  
108.4   	-23.76  
108.8   	-23.86  
109.2   	-23.88  
109.6   	-23.77  
110     	-23.61  
110.4   	-23.5   
110.8   	-23.36  
111.2   	-23.31  
111.6   	-23.27  
112     	-23.24  
112.4   	-23.14  
112.8   	-23.04  
113.2   	-23.05  
113.6   	-23.06  
114     	-23.04  
114.4   	-23.01  
114.8   	-22.95  
115.2   	-22.83  
115.6   	-22.73  
116     	-22.71  
116.4   	-22.76  
116.8   	-22.85  
117.2   	-22.93  
117.6   	-22.96  
118     	-22.91  
118.4   	-22.91  
118.8   	-22.97  
119.2   	-23.08  
119.6   	-23.16  
120     	-23.22  
120.4   	-23.34  
120.8   	-23.43  
121.2   	-23.54  
121.6   	-23.68  
122     	-23.83  
122.4   	-24     
122.8   	-24.11  
123.2   	-24.2   
123.6   	-24.21  
124     	-24.18  
124.4   	-24.03  
124.8   	-23.91  
125.2   	-23.81  
125.6   	-23.66  
126     	-23.6   
126.4   	-23.48  
126.8   	-23.43  
127.2   	-23.45  
127.6   	-23.53  
128     	-23.64  
128.4   	-23.71  
128.8   	-23.71  
129.2   	-23.75  
129.6   	-23.8   
130     	-23.8   
130.4   	-23.81  
130.8   	-23.83  
131.2   	-23.74  
131.6   	-23.63  
132     	-23.6   
132.4   	-23.59  
132.8   	-23.61  
133.2   	-23.69  
133.6   	-23.8   
134     	-23.93  
134.4   	-24.1   
134.8   	-24.22  
135.2   	-24.29  
135.6   	-24.35  
136     	-24.36  
136.4   	-24.35  
136.8   	-24.4   
137.2   	-24.45  
137.6   	-24.49  
138     	-24.45  
138.4   	-24.39  
138.8   	-24.37  
139.2   	-24.38  
139.6   	-24.43  
140     	-24.44  
140.4   	-24.38  
140.8   	-24.35  
141.2   	-24.32  
141.6   	-24.37  
142     	-24.39  
142.4   	-24.41  
142.8   	-24.47  
143.2   	-24.49  
143.6   	-24.51  
144     	-24.52  
144.4   	-24.53  
144.8   	-24.55  
145.2   	-24.56  
145.6   	-24.55  
146     	-24.48  
146.4   	-24.39  
146.8   	-24.36  
147.2   	-24.41  
147.6   	-24.42  
148     	-24.36  
148.4   	-24.36  
148.8   	-24.37  
149.2   	-24.34  
149.6   	-24.22  
150     	-24.18  
150.4   	-24.16  
150.8   	-24.1   
151.2   	-24.01  
151.6   	-23.94  
152     	-23.93  
152.4   	-23.92  
152.8   	-23.9   
153.2   	-23.86  
153.6   	-23.9   
154     	-23.88  
154.4   	-23.87  
154.8   	-23.88  
155.2   	-23.91  
155.6   	-23.98  
156     	-24.08  
156.4   	-24.13  
156.8   	-24.16  
157.2   	-24.17  
157.6   	-24.16  
158     	-24.21  
158.4   	-24.28  
158.8   	-24.25  
159.2   	-24.2   
159.6   	-24.18  
160     	-24.08  
160.4   	-23.96  
160.8   	-23.85  
161.2   	-23.83  
161.6   	-23.84  
162     	-23.85  
162.4   	-23.83  
162.8   	-23.8   
163.2   	-23.82  
163.6   	-23.85  
164     	-23.92  
164.4   	-24.06  
164.8   	-24.13  
165.2   	-24.15  
165.6   	-24.13  
166     	-24.11  
166.4   	-24.11  
166.8   	-24.04  
167.2   	-24.02  
167.6   	-23.98  
168     	-23.94  
168.4   	-23.93  
168.8   	-23.89  
169.2   	-23.85  
169.6   	-23.84  
170     	-23.79  
170.4   	-23.68  
170.8   	-23.59  
171.2   	-23.45  
171.6   	-23.33  
172     	-23.25  
172.4   	-23.24  
172.8   	-23.24  
173.2   	-23.26  
173.6   	-23.31  
174     	-23.27  
174.4   	-23.21  
174.8   	-23.19  
175.2   	-23.18  
175.6   	-23.17  
176     	-23.23  
176.4   	-23.22  
176.8   	-23.17  
177.2   	-23.18  
177.6   	-23.21  
178     	-23.24  
178.4   	-23.21  
178.8   	-23.12  
179.2   	-23.04  
179.6   	-22.99  
180     	-23.02  
180.4   	-23.07  
180.8   	-23.08  
181.2   	-23.13  
181.6   	-23.14  
182     	-23.17  
182.4   	-23.25  
182.8   	-23.31  
183.2   	-23.35  
183.6   	-23.35  
184     	-23.33  
184.4   	-23.31  
184.8   	-23.3   
185.2   	-23.33  
185.6   	-23.32  
186     	-23.28  
186.4   	-23.23  
186.8   	-23.22  
187.2   	-23.27  
187.6   	-23.35  
188     	-23.36  
188.4   	-23.41  
188.8   	-23.48  
189.2   	-23.55  
189.6   	-23.61  
190     	-23.6   
190.4   	-23.57  
190.8   	-23.51  
191.2   	-23.48  
191.6   	-23.46  
192     	-23.5   
192.4   	-23.52  
192.8   	-23.53  
193.2   	-23.53  
193.6   	-23.53  
194     	-23.47  
194.4   	-23.45  
194.8   	-23.51  
195.2   	-23.53  
195.6   	-23.52  
196     	-23.5   
196.4   	-23.5   
196.8   	-23.53  
197.2   	-23.55  
197.6   	-23.52  
198     	-23.45  
198.4   	-23.45  
198.8   	-23.51  
199.2   	-23.54  
199.6   	-23.55  
200     	-23.63  
200.4   	-23.72  
200.8   	-23.74  
201.2   	-23.77  
201.6   	-23.88  
202     	-24     
202.4   	-24.02  
202.8   	-24.02  
203.2   	-24.02  
203.6   	-23.98  
204     	-23.88  
204.4   	-23.84  
204.8   	-23.86  
205.2   	-23.88  
205.6   	-23.99  
206     	-24.1   
206.4   	-24.14  
206.8   	-24.09  
207.2   	-23.92  
207.6   	-23.76  
208     	-23.64  
208.4   	-23.56  
208.8   	-23.49  
209.2   	-23.43  
209.6   	-23.31  
210     	-23.28  
210.4   	-23.27  
210.8   	-23.38  
211.2   	-23.46  
211.6   	-23.56  
212     	-23.66  
212.4   	-23.79  
212.8   	-23.93  
213.2   	-24.06  
213.6   	-24.12  
214     	-24.15  
214.4   	-24.13  
214.8   	-24.03  
215.2   	-23.92  
215.6   	-23.87  
216     	-23.86  
216.4   	-23.85  
216.8   	-23.84  
217.2   	-23.81  
217.6   	-23.86  
218     	-23.92  
218.4   	-24     
218.8   	-23.99  
219.2   	-23.99  
219.6   	-24     
220     	-23.98  
220.4   	-23.91  
220.8   	-23.85  
221.2   	-23.85  
221.6   	-23.89  
222     	-23.91  
222.4   	-23.85  
222.8   	-23.82  
223.2   	-23.78  
223.6   	-23.82  
224     	-23.85  
224.4   	-23.88  
224.8   	-23.92  
225.2   	-23.93  
225.6   	-23.9   
226     	-23.9   
226.4   	-23.95  
226.8   	-24     
227.2   	-24.03  
227.6   	-24.07  
228     	-24.08  
228.4   	-24.09  
228.8   	-24.08  
229.2   	-24.06  
229.6   	-24.08  
230     	-24.16  
230.4   	-24.23  
230.8   	-24.27  
231.2   	-24.34  
231.6   	-24.28  
232     	-24.21  
232.4   	-24.18  
232.8   	-24.12  
233.2   	-24.02  
233.6   	-23.95  
234     	-23.86  
234.4   	-23.83  
234.8   	-23.81  
235.2   	-23.82  
235.6   	-23.82  
236     	-23.84  
236.4   	-23.91  
236.8   	-24.01  
237.2   	-24.07  
237.6   	-24.09  
238     	-24.02  
238.4   	-23.99  
238.8   	-23.95  
239.2   	-23.93  
239.6   	-23.94  
240     	-23.92  
240.4   	-23.88  
240.8   	-23.83  
241.2   	-23.83  
241.6   	-23.89  
242     	-23.94  
242.4   	-23.94  
242.8   	-23.97  
243.2   	-24     
243.6   	-24.07  
244     	-24.15  
244.4   	-24.25  
244.8   	-24.31  
245.2   	-24.3   
245.6   	-24.29  
246     	-24.28  
246.4   	-24.19  
246.8   	-24.17  
247.2   	-24.17  
247.6   	-24.26  
248     	-24.32  
248.4   	-24.33  
248.8   	-24.29  
249.2   	-24.23  
249.6   	-24.21  
250     	-24.15  
250.4   	-24.08  
250.8   	-24.03  
251.2   	-23.99  
251.6   	-23.96  
252     	-23.92  
252.4   	-23.83  
252.8   	-23.79  
253.2   	-23.69  
253.6   	-23.6   
254     	-23.59  
254.4   	-23.63  
254.8   	-23.69  
255.2   	-23.75  
255.6   	-23.74  
256     	-23.65  
256.4   	-23.54  
256.8   	-23.44  
257.2   	-23.44  
257.6   	-23.5   
258     	-23.57  
258.4   	-23.62  
258.8   	-23.68  
259.2   	-23.72  
259.6   	-23.74  
260     	-23.76  
260.4   	-23.75  
260.8   	-23.8   
261.2   	-23.86  
261.6   	-23.93  
262     	-24.04  
262.4   	-24.15  
262.8   	-24.21  
263.2   	-24.2   
263.6   	-24.17  
264     	-24.16  
264.4   	-24.17  
264.8   	-24.2   
265.2   	-24.21  
265.6   	-24.21  
266     	-24.19  
266.4   	-24.15  
266.8   	-24.1   
267.2   	-24.07  
267.6   	-24.03  
268     	-23.96  
268.4   	-23.85  
268.8   	-23.8   
269.2   	-23.79  
269.6   	-23.78  
270     	-23.75  
270.4   	-23.81  
270.8   	-23.83  
271.2   	-23.83  
271.6   	-23.79  
272     	-23.75  
272.4   	-23.75  
272.8   	-23.73  
273.2   	-23.72  
273.6   	-23.7   
274     	-23.7   
274.4   	-23.7   
274.8   	-23.7   
275.2   	-23.71  
275.6   	-23.75  
276     	-23.78  
276.4   	-23.79  
276.8   	-23.8   
277.2   	-23.81  
277.6   	-23.86  
278     	-23.88  
278.4   	-23.89  
278.8   	-23.91  
279.2   	-23.96  
279.6   	-24     
280     	-24.04  
280.4   	-24.08  
280.8   	-24.17  
281.2   	-24.24  
281.6   	-24.21  
282     	-24.11  
282.4   	-23.98  
282.8   	-23.9   
283.2   	-23.88  
283.6   	-23.89  
284     	-23.89  
284.4   	-23.86  
284.8   	-23.82  
285.2   	-23.81  
285.6   	-23.8   
286     	-23.76  
286.4   	-23.77  
286.8   	-23.85  
287.2   	-23.94  
287.6   	-23.93  
288     	-23.89  
288.4   	-23.85  
288.8   	-23.71  
289.2   	-23.56  
289.6   	-23.5   
290     	-23.49  
290.4   	-23.52  
290.8   	-23.57  
291.2   	-23.59  
291.6   	-23.57  
292     	-23.6   
292.4   	-23.7   
292.8   	-23.82  
293.2   	-23.88  
293.6   	-23.86  
294     	-23.79  
294.4   	-23.76  
294.8   	-23.75  
295.2   	-23.78  
295.6   	-23.81  
296     	-23.83  
296.4   	-23.87  
296.8   	-23.98  
297.2   	-24.04  
297.6   	-24.11  
298     	-24.2   
298.4   	-24.26  
298.8   	-24.25  
299.2   	-24.2   
299.6   	-24.16  
300     	-24.17  
300.4   	-24.18  
300.8   	-24.18  
301.2   	-24.16  
301.6   	-24.14  
302     	-24.1   
302.4   	-24.06  
302.8   	-24.07  
303.2   	-24.05  
303.6   	-24.01  
304     	-24.01  
304.4   	-24.04  
304.8   	-24.06  
305.2   	-24.11  
305.6   	-24.18  
306     	-24.26  
306.4   	-24.34  
306.8   	-24.36  
307.2   	-24.37  
307.6   	-24.36  
308     	-24.35  
308.4   	-24.35  
308.8   	-24.34  
309.2   	-24.32  
309.6   	-24.29  
310     	-24.28  
310.4   	-24.27  
310.8   	-24.27  
311.2   	-24.31  
311.6   	-24.29  
312     	-24.28  
312.4   	-24.35  
312.8   	-24.36  
313.2   	-24.34  
313.6   	-24.29  
314     	-24.23  
314.4   	-24.23  
314.8   	-24.26  
315.2   	-24.19  
315.6   	-24.12  
316     	-24.08  
316.4   	-24.06  
316.8   	-24.03  
317.2   	-24.03  
317.6   	-24.03  
318     	-24.03  
318.4   	-24.02  
318.8   	-24.03  
319.2   	-24.05  
319.6   	-24.06  
320     	-24.01  
320.4   	-23.91  
320.8   	-23.88  
321.2   	-23.86  
321.6   	-23.84  
322     	-23.8   
322.4   	-23.76  
322.8   	-23.7   
323.2   	-23.64  
323.6   	-23.55  
324     	-23.47  
324.4   	-23.42  
324.8   	-23.37  
325.2   	-23.35  
325.6   	-23.36  
326     	-23.37  
326.4   	-23.4   
326.8   	-23.4   
327.2   	-23.38  
327.6   	-23.42  
328     	-23.47  
328.4   	-23.52  
328.8   	-23.57  
329.2   	-23.64  
329.6   	-23.71  
330     	-23.77  
330.4   	-23.88  
330.8   	-23.97  
331.2   	-23.98  
331.6   	-24     
332     	-24.02  
332.4   	-23.92  
332.8   	-23.85  
333.2   	-23.81  
333.6   	-23.74  
334     	-23.7   
334.4   	-23.64  
334.8   	-23.65  
335.2   	-23.71  
335.6   	-23.73  
336     	-23.68  
336.4   	-23.64  
336.8   	-23.66  
337.2   	-23.66  
337.6   	-23.67  
338     	-23.69  
338.4   	-23.78  
338.8   	-23.87  
339.2   	-23.9   
339.6   	-23.89  
340     	-23.84  
340.4   	-23.76  
340.8   	-23.75  
341.2   	-23.81  
341.6   	-23.89  
342     	-23.95  
342.4   	-23.97  
342.8   	-23.95  
343.2   	-23.92  
343.6   	-23.9   
344     	-23.9   
344.4   	-23.93  
344.8   	-23.91  
345.2   	-23.95  
345.6   	-24.03  
346     	-24.1   
346.4   	-24.11  
346.8   	-24.1   
347.2   	-24.1   
347.6   	-24.07  
348     	-23.93  
348.4   	-23.78  
348.8   	-23.68  
349.2   	-23.62  
349.6   	-23.66  
350     	-23.77  
350.4   	-23.78  
350.8   	-23.79  
351.2   	-23.8   
351.6   	-23.77  
352     	-23.71  
352.4   	-23.64  
352.8   	-23.57  
353.2   	-23.56  
353.6   	-23.51  
354     	-23.5   
354.4   	-23.54  
354.8   	-23.63  
355.2   	-23.7   
355.6   	-23.8   
356     	-23.89  
356.4   	-24     
356.8   	-24.09  
357.2   	-24.19  
357.6   	-24.24  
358     	-24.25  
358.4   	-24.27  
358.8   	-24.26  
359.2   	-24.23  
359.6   	-24.13  
360     	-24     
360.4   	-23.95  
360.8   	-23.86  
361.2   	-23.85  
361.6   	-23.88  
362     	-23.91  
362.4   	-23.95  
362.8   	-23.92  
363.2   	-23.92  
363.6   	-23.95  
364     	-23.97  
364.4   	-23.95  
364.8   	-24.01  
365.2   	-24.03  
365.6   	-23.99  
366     	-23.91  
366.4   	-23.87  
366.8   	-23.89  
367.2   	-23.89  
367.6   	-23.93  
368     	-23.96  
368.4   	-24.01  
368.8   	-24.07  
369.2   	-24.12  
369.6   	-24.13  
370     	-24.14  
370.4   	-24.19  
370.8   	-24.27  
371.2   	-24.37  
371.6   	-24.44  
372     	-24.46  
372.4   	-24.46  
372.8   	-24.38  
373.2   	-24.27  
373.6   	-24.26  
374     	-24.3   
374.4   	-24.39  
374.8   	-24.45  
375.2   	-24.48  
375.6   	-24.57  
376     	-24.65  
376.4   	-24.59  
376.8   	-24.49  
377.2   	-24.42  
377.6   	-24.38  
378     	-24.34  
378.4   	-24.17  
378.8   	-24.01  
379.2   	-23.9   
379.6   	-23.89  
380     	-23.91  
380.4   	-23.94  
380.8   	-23.98  
381.2   	-23.99  
381.6   	-23.96  
382     	-23.89  
382.4   	-23.83  
382.8   	-23.72  
383.2   	-23.64  
383.6   	-23.62  
384     	-23.52  
384.4   	-23.47  
384.8   	-23.47  
385.2   	-23.48  
385.6   	-23.5   
386     	-23.52  
386.4   	-23.56  
386.8   	-23.63  
387.2   	-23.64  
387.6   	-23.65  
388     	-23.67  
388.4   	-23.67  
388.8   	-23.74  
389.2   	-23.78  
389.6   	-23.84  
390     	-23.91  
390.4   	-24.01  
390.8   	-24.11  
391.2   	-24.21  
391.6   	-24.28  
392     	-24.28  
392.4   	-24.32  
392.8   	-24.33  
393.2   	-24.3   
393.6   	-24.21  
394     	-24.14  
394.4   	-24.11  
394.8   	-24.1   
395.2   	-24.13  
395.6   	-24.17  
396     	-24.08  
396.4   	-23.88  
396.8   	-23.74  
397.2   	-23.63  
397.6   	-23.58  
398     	-23.55  
398.4   	-23.52  
398.8   	-23.55  
399.2   	-23.56  
399.6   	-23.55  
400     	-23.59  
400.4   	-23.63  
400.8   	-23.68  
401.2   	-23.68  
401.6   	-23.64  
402     	-23.61  
402.4   	-23.6   
402.8   	-23.6   
403.2   	-23.6   
403.6   	-23.62  
404     	-23.7   
404.4   	-23.79  
404.8   	-23.91  
405.2   	-23.91  
405.6   	-23.88  
406     	-23.84  
406.4   	-23.83  
406.8   	-23.83  
407.2   	-23.9   
407.6   	-23.98  
408     	-24.02  
408.4   	-24.01  
408.8   	-24.04  
409.2   	-24.02  
409.6   	-24.03  
410     	-24.07  
410.4   	-24.06  
410.8   	-24.09  
411.2   	-24.1   
411.6   	-24.05  
412     	-24     
412.4   	-23.98  
412.8   	-23.87  
413.2   	-23.79  
413.6   	-23.8   
414     	-23.8   
414.4   	-23.78  
414.8   	-23.81  
415.2   	-23.88  
415.6   	-23.93  
416     	-23.98  
416.4   	-24.01  
416.8   	-24.02  
417.2   	-24.01  
417.6   	-23.94  
418     	-23.93  
418.4   	-23.91  
418.8   	-23.98  
419.2   	-24.07  
419.6   	-24.13  
420     	-24.12  
420.4   	-24.09  
420.8   	-23.99  
421.2   	-23.93  
421.6   	-23.86  
422     	-23.82  
422.4   	-23.81  
422.8   	-23.77  
423.2   	-23.74  
423.6   	-23.64  
424     	-23.58  
424.4   	-23.62  
424.8   	-23.69  
425.2   	-23.78  
425.6   	-23.91  
426     	-24     
426.4   	-24.09  
426.8   	-24.18  
427.2   	-24.25  
427.6   	-24.3   
428     	-24.32  
428.4   	-24.29  
428.8   	-24.28  
429.2   	-24.27  
429.6   	-24.23  
430     	-24.21  
430.4   	-24.12  
430.8   	-24.06  
431.2   	-24.06  
431.6   	-24.1   
432     	-24.06  
432.4   	-24.01  
432.8   	-23.94  
433.2   	-23.93  
433.6   	-23.93  
434     	-23.99  
434.4   	-24.05  
434.8   	-24.12  
435.2   	-24.16  
435.6   	-24.2   
436     	-24.27  
436.4   	-24.31  
436.8   	-24.31  
437.2   	-24.31  
437.6   	-24.31  
438     	-24.37  
438.4   	-24.39  
438.8   	-24.33  
439.2   	-24.27  
439.6   	-24.2   
440     	-24.2   
440.4   	-24.23  
440.8   	-24.27  
441.2   	-24.24  
441.6   	-24.22  
442     	-24.18  
442.4   	-24.19  
442.8   	-24.26  
443.2   	-24.35  
443.6   	-24.35  
444     	-24.34  
444.4   	-24.26  
444.8   	-24.2   
445.2   	-24.12  
445.6   	-24.01  
446     	-23.87  
446.4   	-23.71  
446.8   	-23.66  
447.2   	-23.63  
447.6   	-23.59  
448     	-23.62  
448.4   	-23.68  
448.8   	-23.73  
449.2   	-23.8   
449.6   	-23.88  
450     	-23.94  
450.4   	-24.05  
450.8   	-24.11  
451.2   	-24.15  
451.6   	-24.07  
452     	-23.98  
452.4   	-23.88  
452.8   	-23.82  
453.2   	-23.82  
453.6   	-23.84  
454     	-23.92  
454.4   	-23.99  
454.8   	-23.96  
455.2   	-23.92  
455.6   	-23.96  
456     	-24.02  
456.4   	-24.02  
456.8   	-24.05  
457.2   	-24.06  
457.6   	-24.09  
458     	-24.1   
458.4   	-24.12  
458.8   	-24.14  
459.2   	-24.16  
459.6   	-24.13  
460     	-24.11  
460.4   	-24.1   
460.8   	-24.04  
461.2   	-23.93  
461.6   	-23.9   
462     	-23.91  
462.4   	-23.91  
462.8   	-23.89  
463.2   	-23.79  
463.6   	-23.61  
464     	-23.44  
464.4   	-23.33  
464.8   	-23.27  
465.2   	-23.21  
465.6   	-23.2   
466     	-23.19  
466.4   	-23.19  
466.8   	-23.25  
467.2   	-23.37  
467.6   	-23.47  
468     	-23.59  
468.4   	-23.71  
468.8   	-23.8   
469.2   	-23.85  
469.6   	-23.96  
470     	-24.07  
470.4   	-24.08  
470.8   	-24.11  
471.2   	-24.05  
471.6   	-23.94  
472     	-23.81  
472.4   	-23.71  
472.8   	-23.61  
473.2   	-23.56  
473.6   	-23.57  
474     	-23.6   
474.4   	-23.59  
474.8   	-23.57  
475.2   	-23.54  
475.6   	-23.44  
476     	-23.35  
476.4   	-23.35  
476.8   	-23.41  
477.2   	-23.43  
477.6   	-23.48  
478     	-23.56  
478.4   	-23.59  
478.8   	-23.68  
479.2   	-23.77  
479.6   	-23.91  
480     	-24     
480.4   	-24.04  
480.8   	-24.05  
481.2   	-24.06  
481.6   	-24.05  
482     	-23.9   
482.4   	-23.81  
482.8   	-23.82  
483.2   	-23.89  
483.6   	-23.97  
484     	-23.96  
484.4   	-23.97  
484.8   	-23.92  
485.2   	-23.88  
485.6   	-23.83  
486     	-23.85  
486.4   	-23.88  
486.8   	-23.9   
487.2   	-23.94  
487.6   	-23.92  
488     	-23.92  
488.4   	-23.93  
488.8   	-23.95  
489.2   	-24     
489.6   	-24.06  
490     	-24.11  
490.4   	-24.08  
490.8   	-23.97  
491.2   	-23.86  
491.6   	-23.84  
492     	-23.9   
492.4   	-23.99  
492.8   	-24.1   
493.2   	-24.24  
493.6   	-24.39  
494     	-24.41  
494.4   	-24.43  
494.8   	-24.42  
495.2   	-24.35  
495.6   	-24.28  
496     	-24.27  
496.4   	-24.27  
496.8   	-24.26  
497.2   	-24.3   
497.6   	-24.36  
498     	-24.37  
498.4   	-24.33  
498.8   	-24.34  
499.2   	-24.4   
499.6   	-24.46  
500     	-24.48  
500.4   	-24.46  
500.8   	-24.34  
501.2   	-24.19  
501.6   	-24.07  
502     	-23.96  
502.4   	-23.93  
502.8   	-23.94  
503.2   	-23.93  
503.6   	-23.92  
504     	-23.96  
504.4   	-23.96  
504.8   	-23.95  
505.2   	-23.96  
505.6   	-23.95  
506     	-23.92  
506.4   	-23.93  
506.8   	-23.96  
507.2   	-23.93  
507.6   	-23.94  
508     	-23.96  
508.4   	-24.02  
508.8   	-24.08  
509.2   	-24.14  
509.6   	-24.17  
510     	-24.2   
510.4   	-24.21  
510.8   	-24.23  
511.2   	-24.27  
511.6   	-24.26  
512     	-24.2   
512.4   	-24.07  
512.8   	-23.93  
513.2   	-23.88  
513.6   	-23.83  
514     	-23.77  
514.4   	-23.72  
514.8   	-23.63  
515.2   	-23.6   
515.6   	-23.53  
516     	-23.49  
516.4   	-23.51  
516.8   	-23.5   
517.2   	-23.48  
517.6   	-23.5   
518     	-23.55  
518.4   	-23.63  
518.8   	-23.7   
519.2   	-23.71  
519.6   	-23.78  
520     	-23.8   
520.4   	-23.88  
520.8   	-23.96  
521.2   	-23.97  
521.6   	-23.96  
522     	-23.92  
522.4   	-23.85  
522.8   	-23.82  
523.2   	-23.73  
523.6   	-23.66  
524     	-23.64  
524.4   	-23.66  
