
SWEPT_VAR_1 = 15.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
76.4    	-19.17  
76.8    	-19.12  
77.2    	-19.08  
77.6    	-19.05  
78      	-19.05  
78.4    	-19.11  
78.8    	-19.25  
79.2    	-19.39  
79.6    	-19.51  
80      	-19.52  
80.4    	-19.49  
80.8    	-19.51  
81.2    	-19.5   
81.6    	-19.52  
82      	-19.55  
82.4    	-19.58  
82.8    	-19.52  
83.2    	-19.44  
83.6    	-19.34  
84      	-19.27  
84.4    	-19.2   
84.8    	-19.12  
85.2    	-19.13  
85.6    	-19.16  
86      	-19.25  
86.4    	-19.28  
86.8    	-19.32  
87.2    	-19.3   
87.6    	-19.2   
88      	-19.06  
88.4    	-19.03  
88.8    	-19.02  
89.2    	-19     
89.6    	-19.01  
90      	-19     
90.4    	-18.96  
90.8    	-18.98  
91.2    	-18.99  
91.6    	-19     
92      	-19.06  
92.4    	-19.12  
92.8    	-19.11  
93.2    	-19.13  
93.6    	-19.07  
94      	-18.94  
94.4    	-18.89  
94.8    	-18.86  
95.2    	-18.83  
95.6    	-18.87  
96      	-18.95  
96.4    	-19     
96.8    	-19.03  
97.2    	-19.03  
97.6    	-19.06  
98      	-19.16  
98.4    	-19.22  
98.8    	-19.24  
99.2    	-19.31  
99.6    	-19.4   
100     	-19.46  
100.4   	-19.46  
100.8   	-19.46  
101.2   	-19.45  
101.6   	-19.5   
102     	-19.57  
102.4   	-19.62  
102.8   	-19.58  
103.2   	-19.58  
103.6   	-19.58  
104     	-19.63  
104.4   	-19.72  
104.8   	-19.78  
105.2   	-19.8   
105.6   	-19.81  
106     	-19.79  
106.4   	-19.82  
106.8   	-19.82  
107.2   	-19.83  
107.6   	-19.84  
108     	-19.91  
108.4   	-19.83  
108.8   	-19.7   
109.2   	-19.52  
109.6   	-19.35  
110     	-19.29  
110.4   	-19.26  
110.8   	-19.21  
111.2   	-19.2   
111.6   	-19.18  
112     	-19.09  
112.4   	-19.05  
112.8   	-19.01  
113.2   	-19.04  
113.6   	-19.07  
114     	-19     
114.4   	-18.97  
114.8   	-18.91  
115.2   	-18.86  
115.6   	-18.82  
116     	-18.8   
116.4   	-18.78  
116.8   	-18.77  
117.2   	-18.76  
117.6   	-18.8   
118     	-18.81  
118.4   	-18.84  
118.8   	-18.93  
119.2   	-19.02  
119.6   	-19.19  
120     	-19.27  
120.4   	-19.3   
120.8   	-19.32  
121.2   	-19.36  
121.6   	-19.42  
122     	-19.45  
122.4   	-19.47  
122.8   	-19.4   
123.2   	-19.32  
123.6   	-19.31  
124     	-19.29  
124.4   	-19.29  
124.8   	-19.33  
125.2   	-19.29  
125.6   	-19.24  
126     	-19.25  
126.4   	-19.32  
126.8   	-19.44  
127.2   	-19.54  
127.6   	-19.59  
128     	-19.56  
128.4   	-19.56  
128.8   	-19.58  
129.2   	-19.63  
129.6   	-19.7   
130     	-19.74  
130.4   	-19.69  
130.8   	-19.62  
131.2   	-19.59  
131.6   	-19.56  
132     	-19.55  
132.4   	-19.51  
132.8   	-19.47  
133.2   	-19.47  
133.6   	-19.4   
134     	-19.36  
134.4   	-19.32  
134.8   	-19.23  
135.2   	-19.07  
135.6   	-18.97  
136     	-18.93  
136.4   	-18.87  
136.8   	-18.8   
137.2   	-18.73  
137.6   	-18.68  
138     	-18.68  
138.4   	-18.71  
138.8   	-18.7   
139.2   	-18.7   
139.6   	-18.73  
140     	-18.69  
140.4   	-18.65  
140.8   	-18.69  
141.2   	-18.79  
141.6   	-18.88  
142     	-18.97  
142.4   	-19.1   
142.8   	-19.2   
143.2   	-19.28  
143.6   	-19.34  
144     	-19.35  
144.4   	-19.36  
144.8   	-19.4   
145.2   	-19.42  
145.6   	-19.41  
146     	-19.38  
146.4   	-19.27  
146.8   	-19.15  
147.2   	-19.06  
147.6   	-19.05  
148     	-19.05  
148.4   	-19.05  
148.8   	-19.05  
149.2   	-19.12  
149.6   	-19.16  
150     	-19.14  
150.4   	-19.1   
150.8   	-18.98  
151.2   	-18.87  
151.6   	-18.75  
152     	-18.65  
152.4   	-18.61  
152.8   	-18.64  
153.2   	-18.7   
153.6   	-18.72  
154     	-18.7   
154.4   	-18.66  
154.8   	-18.68  
155.2   	-18.75  
155.6   	-18.82  
156     	-18.85  
156.4   	-18.84  
156.8   	-18.81  
157.2   	-18.84  
157.6   	-18.88  
158     	-18.87  
158.4   	-18.87  
158.8   	-18.88  
159.2   	-18.98  
159.6   	-18.98  
160     	-19.04  
160.4   	-19.13  
160.8   	-19.15  
161.2   	-19.16  
161.6   	-19.21  
162     	-19.21  
162.4   	-19.18  
162.8   	-19.16  
163.2   	-19.11  
163.6   	-19.09  
164     	-19.09  
164.4   	-19.12  
164.8   	-19.11  
165.2   	-19.04  
165.6   	-19.03  
166     	-19.07  
166.4   	-19.08  
166.8   	-19.11  
167.2   	-19.12  
167.6   	-19.1   
168     	-19.1   
168.4   	-19.17  
168.8   	-19.22  
169.2   	-19.25  
169.6   	-19.27  
170     	-19.3   
170.4   	-19.32  
170.8   	-19.34  
171.2   	-19.37  
171.6   	-19.44  
172     	-19.47  
172.4   	-19.48  
172.8   	-19.42  
173.2   	-19.38  
173.6   	-19.37  
174     	-19.34  
174.4   	-19.3   
174.8   	-19.28  
175.2   	-19.26  
175.6   	-19.22  
176     	-19.19  
176.4   	-19.22  
176.8   	-19.21  
177.2   	-19.19  
177.6   	-19.19  
178     	-19.16  
178.4   	-19.08  
178.8   	-19.02  
179.2   	-19.06  
179.6   	-19.09  
180     	-19.1   
180.4   	-19.15  
180.8   	-19.27  
181.2   	-19.34  
181.6   	-19.34  
182     	-19.41  
182.4   	-19.48  
182.8   	-19.47  
183.2   	-19.5   
183.6   	-19.49  
184     	-19.52  
184.4   	-19.59  
184.8   	-19.73  
185.2   	-19.78  
185.6   	-19.76  
186     	-19.83  
186.4   	-19.81  
186.8   	-19.77  
187.2   	-19.74  
187.6   	-19.77  
188     	-19.76  
188.4   	-19.78  
188.8   	-19.84  
189.2   	-19.79  
189.6   	-19.78  
190     	-19.72  
190.4   	-19.61  
190.8   	-19.51  
191.2   	-19.43  
191.6   	-19.36  
192     	-19.26  
192.4   	-19.16  
192.8   	-19.03  
193.2   	-18.96  
193.6   	-18.94  
194     	-18.86  
194.4   	-18.8   
194.8   	-18.79  
195.2   	-18.78  
195.6   	-18.79  
196     	-18.83  
196.4   	-18.86  
196.8   	-18.95  
197.2   	-19.06  
197.6   	-19.22  
198     	-19.38  
198.4   	-19.44  
198.8   	-19.49  
199.2   	-19.55  
199.6   	-19.47  
200     	-19.36  
200.4   	-19.23  
200.8   	-19.07  
201.2   	-18.94  
201.6   	-18.84  
202     	-18.76  
202.4   	-18.73  
202.8   	-18.73  
203.2   	-18.76  
203.6   	-18.78  
204     	-18.78  
204.4   	-18.82  
204.8   	-18.93  
205.2   	-18.97  
205.6   	-19.01  
206     	-19.07  
206.4   	-19.12  
206.8   	-19.15  
207.2   	-19.19  
207.6   	-19.2   
208     	-19.12  
208.4   	-19.01  
208.8   	-18.92  
209.2   	-18.79  
209.6   	-18.71  
210     	-18.72  
210.4   	-18.74  
210.8   	-18.79  
211.2   	-18.88  
211.6   	-18.96  
212     	-18.94  
212.4   	-18.94  
212.8   	-18.95  
213.2   	-18.99  
213.6   	-19.06  
214     	-19.14  
214.4   	-19.2   
214.8   	-19.25  
215.2   	-19.27  
215.6   	-19.27  
216     	-19.32  
216.4   	-19.35  
216.8   	-19.4   
217.2   	-19.41  
217.6   	-19.42  
218     	-19.43  
218.4   	-19.39  
218.8   	-19.34  
219.2   	-19.34  
219.6   	-19.36  
220     	-19.41  
220.4   	-19.45  
220.8   	-19.41  
221.2   	-19.37  
221.6   	-19.37  
222     	-19.35  
222.4   	-19.34  
222.8   	-19.35  
223.2   	-19.31  
223.6   	-19.21  
224     	-19.15  
224.4   	-19.09  
224.8   	-19.09  
225.2   	-19.08  
225.6   	-19.07  
226     	-19.06  
226.4   	-19.06  
226.8   	-19.03  
227.2   	-19     
227.6   	-18.98  
228     	-19     
228.4   	-19.05  
228.8   	-19.15  
229.2   	-19.27  
229.6   	-19.32  
230     	-19.37  
230.4   	-19.43  
230.8   	-19.47  
231.2   	-19.48  
231.6   	-19.46  
232     	-19.43  
232.4   	-19.42  
232.8   	-19.48  
233.2   	-19.58  
233.6   	-19.63  
234     	-19.64  
234.4   	-19.61  
234.8   	-19.47  
235.2   	-19.3   
235.6   	-19.23  
236     	-19.18  
236.4   	-19.2   
236.8   	-19.24  
237.2   	-19.27  
237.6   	-19.25  
238     	-19.15  
238.4   	-19.13  
238.8   	-19.13  
239.2   	-19.09  
239.6   	-19.09  
240     	-19.11  
240.4   	-19.19  
240.8   	-19.29  
241.2   	-19.36  
241.6   	-19.4   
242     	-19.38  
242.4   	-19.4   
242.8   	-19.41  
243.2   	-19.34  
243.6   	-19.23  
244     	-19.15  
244.4   	-19.05  
244.8   	-19.02  
245.2   	-18.93  
245.6   	-18.87  
246     	-18.82  
246.4   	-18.86  
246.8   	-18.91  
247.2   	-18.95  
247.6   	-18.98  
248     	-19     
248.4   	-19.04  
248.8   	-19.06  
249.2   	-19.06  
249.6   	-19.06  
250     	-19.08  
250.4   	-19.08  
250.8   	-19.09  
251.2   	-19.08  
251.6   	-19.12  
252     	-19.15  
252.4   	-19.14  
252.8   	-19.12  
253.2   	-19.05  
253.6   	-18.91  
254     	-18.82  
254.4   	-18.78  
254.8   	-18.76  
255.2   	-18.74  
255.6   	-18.75  
256     	-18.79  
256.4   	-18.82  
256.8   	-18.85  
257.2   	-18.89  
257.6   	-18.98  
258     	-19.05  
258.4   	-19.15  
258.8   	-19.26  
259.2   	-19.35  
259.6   	-19.41  
260     	-19.52  
260.4   	-19.62  
260.8   	-19.64  
261.2   	-19.58  
261.6   	-19.62  
262     	-19.62  
262.4   	-19.58  
262.8   	-19.54  
263.2   	-19.53  
263.6   	-19.57  
264     	-19.67  
264.4   	-19.77  
264.8   	-19.82  
265.2   	-19.82  
265.6   	-19.76  
266     	-19.71  
266.4   	-19.75  
266.8   	-19.76  
267.2   	-19.76  
267.6   	-19.77  
268     	-19.73  
268.4   	-19.66  
268.8   	-19.6   
269.2   	-19.62  
269.6   	-19.72  
270     	-19.82  
270.4   	-19.83  
270.8   	-19.83  
271.2   	-19.91  
271.6   	-19.99  
272     	-20.08  
272.4   	-20.11  
272.8   	-20.11  
273.2   	-20.06  
273.6   	-19.96  
274     	-19.9   
274.4   	-19.82  
274.8   	-19.71  
275.2   	-19.56  
275.6   	-19.49  
276     	-19.48  
276.4   	-19.48  
276.8   	-19.44  
277.2   	-19.41  
277.6   	-19.39  
278     	-19.3   
278.4   	-19.13  
278.8   	-19.01  
279.2   	-18.94  
279.6   	-18.87  
280     	-18.87  
280.4   	-18.94  
280.8   	-18.96  
281.2   	-19     
281.6   	-19.04  
282     	-19.03  
282.4   	-19.06  
282.8   	-19.11  
283.2   	-19.18  
283.6   	-19.26  
284     	-19.3   
284.4   	-19.34  
284.8   	-19.36  
285.2   	-19.37  
285.6   	-19.36  
286     	-19.26  
286.4   	-19.15  
286.8   	-19.1   
287.2   	-19.08  
287.6   	-19.06  
288     	-18.99  
288.4   	-18.87  
288.8   	-18.83  
289.2   	-18.88  
289.6   	-18.85  
290     	-18.92  
290.4   	-18.98  
290.8   	-18.99  
291.2   	-19.01  
291.6   	-19.03  
292     	-19.03  
292.4   	-19.02  
292.8   	-19.03  
293.2   	-19.02  
293.6   	-19.02  
294     	-19.05  
294.4   	-19.12  
294.8   	-19.25  
295.2   	-19.32  
295.6   	-19.24  
296     	-19.19  
296.4   	-19.21  
296.8   	-19.21  
297.2   	-19.26  
297.6   	-19.32  
298     	-19.4   
298.4   	-19.43  
298.8   	-19.43  
299.2   	-19.45  
299.6   	-19.52  
300     	-19.5   
300.4   	-19.42  
300.8   	-19.4   
301.2   	-19.47  
301.6   	-19.55  
302     	-19.63  
302.4   	-19.69  
302.8   	-19.68  
303.2   	-19.64  
303.6   	-19.56  
304     	-19.47  
304.4   	-19.41  
304.8   	-19.39  
305.2   	-19.36  
305.6   	-19.33  
306     	-19.28  
306.4   	-19.29  
306.8   	-19.31  
307.2   	-19.32  
307.6   	-19.38  
308     	-19.44  
308.4   	-19.47  
308.8   	-19.39  
309.2   	-19.34  
309.6   	-19.28  
310     	-19.32  
310.4   	-19.38  
310.8   	-19.35  
311.2   	-19.35  
311.6   	-19.39  
312     	-19.41  
312.4   	-19.37  
312.8   	-19.34  
313.2   	-19.32  
313.6   	-19.37  
314     	-19.42  
314.4   	-19.45  
314.8   	-19.4   
315.2   	-19.29  
315.6   	-19.19  
316     	-19.11  
316.4   	-19.07  
316.8   	-19.09  
317.2   	-19.11  
317.6   	-19.14  
318     	-19.15  
318.4   	-19.18  
318.8   	-19.25  
319.2   	-19.3   
319.6   	-19.33  
320     	-19.35  
320.4   	-19.3   
320.8   	-19.31  
321.2   	-19.31  
321.6   	-19.31  
322     	-19.36  
322.4   	-19.36  
322.8   	-19.32  
323.2   	-19.24  
323.6   	-19.14  
324     	-18.99  
324.4   	-18.94  
324.8   	-18.93  
325.2   	-18.97  
325.6   	-18.93  
326     	-18.9   
326.4   	-18.94  
326.8   	-18.99  
327.2   	-19     
327.6   	-19.06  
328     	-19.05  
328.4   	-19.02  
328.8   	-19.02  
329.2   	-19.03  
329.6   	-18.99  
330     	-18.93  
330.4   	-18.86  
330.8   	-18.82  
331.2   	-18.79  
331.6   	-18.79  
332     	-18.79  
332.4   	-18.75  
332.8   	-18.69  
333.2   	-18.69  
333.6   	-18.74  
334     	-18.83  
334.4   	-18.82  
334.8   	-18.8   
335.2   	-18.84  
335.6   	-18.9   
336     	-18.94  
336.4   	-18.94  
336.8   	-19     
337.2   	-19.05  
337.6   	-19.1   
338     	-19.14  
338.4   	-19.21  
338.8   	-19.27  
339.2   	-19.35  
339.6   	-19.34  
340     	-19.35  
340.4   	-19.36  
340.8   	-19.35  
341.2   	-19.31  
341.6   	-19.34  
342     	-19.43  
342.4   	-19.53  
342.8   	-19.6   
343.2   	-19.69  
343.6   	-19.76  
344     	-19.79  
344.4   	-19.78  
344.8   	-19.73  
345.2   	-19.61  
345.6   	-19.54  
346     	-19.46  
346.4   	-19.32  
346.8   	-19.17  
347.2   	-19.08  
347.6   	-19.02  
348     	-18.99  
348.4   	-18.98  
348.8   	-18.93  
349.2   	-18.79  
349.6   	-18.69  
350     	-18.67  
350.4   	-18.64  
350.8   	-18.64  
351.2   	-18.6   
351.6   	-18.63  
352     	-18.69  
352.4   	-18.74  
352.8   	-18.83  
353.2   	-18.93  
353.6   	-19.06  
354     	-19.19  
354.4   	-19.3   
354.8   	-19.41  
355.2   	-19.53  
355.6   	-19.6   
356     	-19.59  
356.4   	-19.62  
356.8   	-19.69  
357.2   	-19.74  
357.6   	-19.72  
358     	-19.67  
358.4   	-19.64  
358.8   	-19.61  
359.2   	-19.56  
359.6   	-19.52  
360     	-19.45  
360.4   	-19.37  
360.8   	-19.37  
361.2   	-19.36  
361.6   	-19.42  
362     	-19.43  
362.4   	-19.43  
362.8   	-19.41  
363.2   	-19.38  
363.6   	-19.37  
364     	-19.34  
364.4   	-19.24  
364.8   	-19.12  
365.2   	-19.05  
365.6   	-19.03  
366     	-19.08  
366.4   	-19.07  
366.8   	-19.1   
367.2   	-19.14  
367.6   	-19.21  
368     	-19.25  
368.4   	-19.35  
368.8   	-19.4   
369.2   	-19.45  
369.6   	-19.49  
370     	-19.52  
370.4   	-19.57  
370.8   	-19.6   
371.2   	-19.64  
371.6   	-19.66  
372     	-19.63  
372.4   	-19.64  
372.8   	-19.6   
373.2   	-19.54  
373.6   	-19.52  
374     	-19.55  
374.4   	-19.56  
374.8   	-19.48  
375.2   	-19.4   
375.6   	-19.35  
376     	-19.27  
376.4   	-19.24  
376.8   	-19.15  
377.2   	-19.07  
377.6   	-19.01  
378     	-18.99  
378.4   	-18.94  
378.8   	-18.9   
379.2   	-18.92  
379.6   	-18.99  
380     	-18.98  
380.4   	-18.99  
380.8   	-19     
381.2   	-18.98  
381.6   	-18.96  
382     	-18.92  
382.4   	-18.84  
382.8   	-18.79  
383.2   	-18.75  
383.6   	-18.73  
384     	-18.75  
384.4   	-18.76  
384.8   	-18.76  
385.2   	-18.71  
385.6   	-18.67  
386     	-18.67  
386.4   	-18.73  
386.8   	-18.76  
387.2   	-18.76  
387.6   	-18.83  
388     	-18.94  
388.4   	-19.06  
388.8   	-19.13  
389.2   	-19.24  
389.6   	-19.33  
390     	-19.41  
390.4   	-19.44  
390.8   	-19.51  
391.2   	-19.58  
391.6   	-19.64  
392     	-19.66  
392.4   	-19.63  
392.8   	-19.49  
393.2   	-19.43  
393.6   	-19.4   
394     	-19.39  
394.4   	-19.35  
394.8   	-19.25  
395.2   	-19.19  
395.6   	-19.18  
396     	-19.17  
396.4   	-19.21  
396.8   	-19.23  
397.2   	-19.26  
397.6   	-19.29  
398     	-19.25  
398.4   	-19.18  
398.8   	-19.1   
399.2   	-19.08  
399.6   	-19.05  
400     	-19.1   
400.4   	-19.13  
400.8   	-19.19  
401.2   	-19.24  
401.6   	-19.26  
402     	-19.31  
402.4   	-19.37  
402.8   	-19.41  
403.2   	-19.42  
403.6   	-19.45  
404     	-19.46  
404.4   	-19.5   
404.8   	-19.51  
405.2   	-19.52  
405.6   	-19.46  
406     	-19.39  
406.4   	-19.34  
406.8   	-19.35  
407.2   	-19.4   
407.6   	-19.48  
408     	-19.59  
408.4   	-19.74  
408.8   	-19.9   
409.2   	-20.01  
409.6   	-19.99  
410     	-19.9   
410.4   	-19.77  
410.8   	-19.59  
411.2   	-19.42  
411.6   	-19.18  
412     	-19.09  
412.4   	-18.98  
412.8   	-18.93  
413.2   	-18.93  
413.6   	-18.94  
414     	-18.9   
414.4   	-18.88  
414.8   	-18.87  
415.2   	-18.81  
415.6   	-18.76  
416     	-18.69  
416.4   	-18.68  
416.8   	-18.68  
417.2   	-18.7   
417.6   	-18.72  
418     	-18.73  
418.4   	-18.78  
418.8   	-18.87  
419.2   	-18.93  
419.6   	-18.91  
420     	-18.91  
420.4   	-18.91  
420.8   	-18.9   
421.2   	-18.81  
421.6   	-18.83  
422     	-18.88  
422.4   	-18.88  
422.8   	-18.88  
423.2   	-18.89  
423.6   	-18.93  
424     	-18.97  
424.4   	-18.9   
424.8   	-18.82  
425.2   	-18.72  
425.6   	-18.66  
426     	-18.65  
426.4   	-18.64  
426.8   	-18.6   
427.2   	-18.59  
427.6   	-18.62  
428     	-18.66  
428.4   	-18.73  
428.8   	-18.83  
429.2   	-18.87  
429.6   	-18.83  
430     	-18.84  
430.4   	-18.87  
430.8   	-18.94  
431.2   	-19.03  
431.6   	-19.08  
432     	-19.09  
432.4   	-19.2   
432.8   	-19.34  
433.2   	-19.44  
433.6   	-19.5   
434     	-19.48  
434.4   	-19.52  
434.8   	-19.54  
435.2   	-19.54  
435.6   	-19.54  
436     	-19.46  
436.4   	-19.37  
436.8   	-19.3   
437.2   	-19.22  
437.6   	-19.1   
438     	-19.07  
438.4   	-19.03  
438.8   	-19.04  
439.2   	-19.09  
439.6   	-19.1   
440     	-19.09  
440.4   	-19.13  
440.8   	-19.19  
441.2   	-19.24  
441.6   	-19.19  
442     	-19.15  
442.4   	-19.16  
442.8   	-19.16  
443.2   	-19.15  
443.6   	-19.16  
444     	-19.15  
444.4   	-19.1   
444.8   	-19.02  
445.2   	-18.96  
445.6   	-18.92  
446     	-18.94  
446.4   	-18.85  
446.8   	-18.86  
447.2   	-18.89  
447.6   	-18.93  
448     	-19.05  
448.4   	-19.21  
448.8   	-19.26  
449.2   	-19.3   
449.6   	-19.3   
450     	-19.31  
450.4   	-19.37  
450.8   	-19.43  
451.2   	-19.44  
451.6   	-19.43  
452     	-19.44  
452.4   	-19.5   
452.8   	-19.49  
453.2   	-19.48  
453.6   	-19.43  
454     	-19.37  
454.4   	-19.34  
454.8   	-19.32  
455.2   	-19.35  
455.6   	-19.41  
456     	-19.44  
456.4   	-19.47  
456.8   	-19.44  
457.2   	-19.47  
457.6   	-19.55  
458     	-19.65  
458.4   	-19.69  
458.8   	-19.66  
459.2   	-19.65  
459.6   	-19.65  
460     	-19.62  
460.4   	-19.58  
460.8   	-19.48  
461.2   	-19.48  
461.6   	-19.45  
462     	-19.39  
462.4   	-19.37  
462.8   	-19.3   
463.2   	-19.23  
463.6   	-19.25  
464     	-19.3   
464.4   	-19.34  
464.8   	-19.38  
465.2   	-19.41  
465.6   	-19.5   
466     	-19.57  
466.4   	-19.57  
466.8   	-19.52  
467.2   	-19.56  
467.6   	-19.58  
468     	-19.6   
468.4   	-19.55  
468.8   	-19.47  
469.2   	-19.39  
469.6   	-19.33  
470     	-19.24  
470.4   	-19.19  
470.8   	-19.21  
471.2   	-19.28  
471.6   	-19.37  
472     	-19.38  
472.4   	-19.38  
472.8   	-19.42  
473.2   	-19.41  
473.6   	-19.29  
474     	-19.19  
474.4   	-19.18  
474.8   	-19.22  
475.2   	-19.25  
475.6   	-19.35  
476     	-19.43  
476.4   	-19.47  
476.8   	-19.43  
477.2   	-19.42  
477.6   	-19.46  
478     	-19.48  
478.4   	-19.5   
478.8   	-19.61  
479.2   	-19.67  
479.6   	-19.7   
480     	-19.71  
480.4   	-19.67  
480.8   	-19.53  
481.2   	-19.43  
481.6   	-19.34  
482     	-19.26  
482.4   	-19.18  
482.8   	-19.05  
483.2   	-18.91  
483.6   	-18.85  
484     	-18.86  
484.4   	-18.87  
484.8   	-18.91  
485.2   	-18.94  
485.6   	-18.99  
486     	-19.04  
486.4   	-19.08  
486.8   	-19.08  
487.2   	-19.11  
487.6   	-19.09  
488     	-19.04  
488.4   	-18.98  
488.8   	-18.93  
489.2   	-18.94  
489.6   	-18.99  
490     	-19.03  
490.4   	-19.1   
490.8   	-19.07  
491.2   	-19.05  
491.6   	-19.02  
492     	-19     
492.4   	-19.01  
492.8   	-18.93  
493.2   	-18.81  
493.6   	-18.74  
494     	-18.7   
494.4   	-18.65  
494.8   	-18.65  
495.2   	-18.64  
495.6   	-18.65  
496     	-18.65  
496.4   	-18.64  
496.8   	-18.64  
497.2   	-18.72  
497.6   	-18.83  
498     	-19.01  
498.4   	-19.16  
498.8   	-19.26  
499.2   	-19.33  
499.6   	-19.4   
500     	-19.49  
500.4   	-19.53  
500.8   	-19.56  
501.2   	-19.6   
501.6   	-19.64  
502     	-19.67  
502.4   	-19.66  
502.8   	-19.65  
503.2   	-19.67  
503.6   	-19.72  
504     	-19.73  
504.4   	-19.71  
504.8   	-19.71  
505.2   	-19.71  
505.6   	-19.64  
506     	-19.57  
506.4   	-19.51  
506.8   	-19.42  
507.2   	-19.41  
507.6   	-19.41  
508     	-19.4   
508.4   	-19.4   
508.8   	-19.43  
509.2   	-19.35  
509.6   	-19.32  
510     	-19.34  
510.4   	-19.43  
510.8   	-19.54  
511.2   	-19.62  
511.6   	-19.7   
512     	-19.69  
512.4   	-19.69  
512.8   	-19.72  
513.2   	-19.75  
513.6   	-19.77  
514     	-19.7   
514.4   	-19.62  
514.8   	-19.55  
515.2   	-19.45  
515.6   	-19.37  
516     	-19.37  
516.4   	-19.37  
516.8   	-19.33  
517.2   	-19.23  
517.6   	-19.19  
518     	-19.15  
518.4   	-19.07  
518.8   	-19.04  
519.2   	-19.06  
519.6   	-19.1   
520     	-19.09  
520.4   	-19.06  
520.8   	-19.01  
521.2   	-18.94  
521.6   	-18.9   
522     	-18.88  
522.4   	-18.91  
522.8   	-19.01  
523.2   	-19.11  
523.6   	-19.25  
524     	-19.36  
