
SWEPT_VAR_1 = 85.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.7   
3.6     	-71.33  
4       	-71.92  
4.4     	-72.48  
4.8     	-73.02  
5.2     	-73.52  
5.6     	-73.99  
6       	-74.44  
6.4     	-74.85  
6.8     	-75.23  
7.2     	-75.59  
7.6     	-75.92  
8       	-76.23  
8.4     	-76.53  
8.8     	-76.82  
9.2     	-77.09  
9.6     	-77.35  
10      	-77.6   
10.4    	-77.84  
10.8    	-78.07  
11.2    	-78.29  
11.6    	-78.51  
12      	-78.72  
12.4    	-78.92  
12.8    	-79.11  
13.2    	-79.3   
13.6    	-79.48  
14      	-79.65  
14.4    	-79.82  
14.8    	-79.99  
15.2    	-80.14  
15.6    	-80.3   
16      	-80.45  
16.4    	-80.59  
16.8    	-80.73  
17.2    	-80.87  
17.6    	-81     
18      	-81.12  
18.4    	-81.25  
18.8    	-81.37  
19.2    	-81.48  
19.6    	-81.58  
20      	-81.66  
20.4    	-81.73  
20.8    	-81.79  
21.2    	-81.85  
21.6    	-81.9   
22      	-81.94  
22.4    	-81.98  
22.8    	-82.02  
23.2    	-82.05  
23.6    	-82.08  
24      	-82.11  
24.4    	-82.14  
24.8    	-82.17  
25.2    	-82.2   
25.6    	-82.23  
26      	-82.25  
26.4    	-82.28  
26.8    	-82.3   
27.2    	-82.33  
27.6    	-82.35  
28      	-82.38  
28.4    	-82.4   
28.8    	-82.43  
29.2    	-82.44  
29.6    	-82.45  
30      	-82.46  
30.4    	-82.47  
30.8    	-82.48  
31.2    	-82.49  
31.6    	-82.49  
32      	-82.51  
32.4    	-82.52  
32.8    	-82.53  
33.2    	-82.54  
33.6    	-82.54  
34      	-82.54  
34.4    	-82.55  
34.8    	-82.54  
35.2    	-82.53  
35.6    	-82.52  
36      	-82.5   
36.4    	-82.48  
36.8    	-82.45  
37.2    	-82.42  
37.6    	-82.38  
38      	-82.34  
38.4    	-82.3   
38.8    	-82.27  
39.2    	-82.24  
39.6    	-82.2   
40      	-82.16  
40.4    	-82.1   
40.8    	-82.04  
41.2    	-81.97  
41.6    	-81.89  
42      	-81.8   
42.4    	-81.72  
42.8    	-81.64  
43.2    	-81.56  
43.6    	-81.49  
44      	-81.42  
44.4    	-81.35  
44.8    	-81.29  
45.2    	-81.24  
45.6    	-81.19  
46      	-81.15  
46.4    	-81.12  
46.8    	-81.1   
47.2    	-81.08  
47.6    	-81.06  
48      	-81.05  
48.4    	-81.04  
48.8    	-81.04  
49.2    	-81.04  
49.6    	-81.04  
50      	-81.04  
50.4    	-81.05  
50.8    	-81.05  
51.2    	-81.06  
51.6    	-81.06  
52      	-81.07  
52.4    	-81.07  
52.8    	-81.07  
53.2    	-81.07  
53.6    	-81.07  
54      	-81.07  
54.4    	-81.06  
54.8    	-81.03  
55.2    	-80.99  
55.6    	-80.95  
56      	-80.92  
56.4    	-80.88  
56.8    	-80.85  
57.2    	-80.82  
57.6    	-80.79  
58      	-80.78  
58.4    	-80.76  
58.8    	-80.74  
59.2    	-80.73  
59.6    	-80.71  
60      	-80.69  
60.4    	-80.68  
60.8    	-80.67  
61.2    	-80.66  
61.6    	-80.65  
62      	-80.65  
62.4    	-80.65  
62.8    	-80.65  
63.2    	-80.65  
63.6    	-80.65  
64      	-80.66  
64.4    	-80.66  
64.8    	-80.67  
65.2    	-80.68  
65.6    	-80.69  
66      	-80.7   
66.4    	-80.7   
66.8    	-80.7   
67.2    	-80.69  
67.6    	-80.69  
68      	-80.69  
68.4    	-80.69  
68.8    	-80.7   
69.2    	-80.71  
69.6    	-80.72  
70      	-80.73  
70.4    	-80.75  
70.8    	-80.76  
71.2    	-80.77  
71.6    	-80.79  
72      	-80.81  
72.4    	-80.83  
72.8    	-80.85  
73.2    	-80.86  
73.6    	-80.88  
74      	-80.9   
74.4    	-80.92  
74.8    	-80.94  
75.2    	-80.97  
75.6    	-81     
