
SWEPT_VAR_1 = 95.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.7   
3.6     	-71.32  
4       	-71.91  
4.4     	-72.46  
4.8     	-73     
5.2     	-73.5   
5.6     	-73.99  
6       	-74.45  
6.4     	-74.89  
6.8     	-75.3   
7.2     	-75.69  
7.6     	-76.05  
8       	-76.39  
8.4     	-76.7   
8.8     	-77     
9.2     	-77.28  
9.6     	-77.54  
10      	-77.78  
10.4    	-78.02  
10.8    	-78.24  
11.2    	-78.45  
11.6    	-78.65  
12      	-78.84  
12.4    	-79.02  
12.8    	-79.19  
13.2    	-79.35  
13.6    	-79.51  
14      	-79.66  
14.4    	-79.8   
14.8    	-79.95  
15.2    	-80.08  
15.6    	-80.22  
16      	-80.35  
16.4    	-80.47  
16.8    	-80.59  
17.2    	-80.7   
17.6    	-80.8   
18      	-80.89  
18.4    	-80.97  
18.8    	-81.04  
19.2    	-81.11  
19.6    	-81.17  
20      	-81.23  
20.4    	-81.29  
20.8    	-81.34  
21.2    	-81.38  
21.6    	-81.43  
22      	-81.47  
22.4    	-81.51  
22.8    	-81.55  
23.2    	-81.59  
23.6    	-81.63  
24      	-81.66  
24.4    	-81.69  
24.8    	-81.71  
25.2    	-81.73  
25.6    	-81.75  
26      	-81.77  
26.4    	-81.78  
26.8    	-81.78  
27.2    	-81.77  
27.6    	-81.76  
28      	-81.76  
28.4    	-81.75  
28.8    	-81.73  
29.2    	-81.72  
29.6    	-81.7   
30      	-81.68  
30.4    	-81.66  
30.8    	-81.62  
31.2    	-81.59  
31.6    	-81.56  
32      	-81.54  
32.4    	-81.52  
32.8    	-81.51  
33.2    	-81.49  
33.6    	-81.49  
34      	-81.49  
34.4    	-81.49  
34.8    	-81.5   
35.2    	-81.51  
35.6    	-81.52  
36      	-81.54  
36.4    	-81.55  
36.8    	-81.56  
37.2    	-81.57  
37.6    	-81.58  
38      	-81.59  
38.4    	-81.59  
38.8    	-81.59  
39.2    	-81.59  
39.6    	-81.58  
40      	-81.58  
40.4    	-81.57  
40.8    	-81.57  
41.2    	-81.57  
41.6    	-81.57  
42      	-81.57  
42.4    	-81.58  
42.8    	-81.59  
43.2    	-81.61  
43.6    	-81.62  
44      	-81.64  
44.4    	-81.67  
44.8    	-81.69  
45.2    	-81.72  
45.6    	-81.75  
46      	-81.79  
46.4    	-81.82  
46.8    	-81.86  
47.2    	-81.89  
47.6    	-81.93  
48      	-81.96  
48.4    	-81.99  
48.8    	-82.01  
49.2    	-82.04  
49.6    	-82.06  
50      	-82.07  
50.4    	-82.09  
50.8    	-82.1   
51.2    	-82.11  
51.6    	-82.12  
52      	-82.13  
52.4    	-82.14  
52.8    	-82.14  
53.2    	-82.14  
53.6    	-82.14  
54      	-82.15  
54.4    	-82.15  
54.8    	-82.15  
55.2    	-82.15  
55.6    	-82.15  
56      	-82.16  
56.4    	-82.16  
56.8    	-82.17  
57.2    	-82.18  
57.6    	-82.18  
58      	-82.19  
58.4    	-82.2   
58.8    	-82.21  
59.2    	-82.22  
59.6    	-82.22  
60      	-82.22  
60.4    	-82.22  
60.8    	-82.23  
61.2    	-82.23  
61.6    	-82.24  
62      	-82.25  
62.4    	-82.26  
62.8    	-82.27  
63.2    	-82.29  
63.6    	-82.3   
64      	-82.32  
64.4    	-82.34  
64.8    	-82.36  
65.2    	-82.37  
65.6    	-82.39  
66      	-82.39  
66.4    	-82.39  
66.8    	-82.39  
67.2    	-82.38  
67.6    	-82.37  
68      	-82.36  
68.4    	-82.35  
68.8    	-82.35  
69.2    	-82.34  
69.6    	-82.33  
70      	-82.32  
70.4    	-82.32  
70.8    	-82.3   
71.2    	-82.28  
71.6    	-82.25  
72      	-82.22  
72.4    	-82.2   
72.8    	-82.18  
73.2    	-82.16  
73.6    	-82.14  
74      	-82.11  
74.4    	-82.09  
74.8    	-82.08  
75.2    	-82.06  
75.6    	-82.05  
