Time	Concentration
326   	0.19628
326.1 	0.19627
326.2 	0.19627
326.3 	0.19627
326.4 	0.19627
326.5 	0.19627
326.6 	0.19627
326.7 	0.19627
326.8 	0.19627
326.9 	0.19627
327   	0.19627
327.1 	0.19626
327.2 	0.19626
327.3 	0.19626
327.4 	0.19626
327.5 	0.19626
327.6 	0.19626
327.7 	0.19626
327.8 	0.19626
327.9 	0.19626
328   	0.19626
328.1 	0.19625
328.2 	0.19625
328.3 	0.19625
328.4 	0.19625
328.5 	0.19625
328.6 	0.19625
328.7 	0.19625
328.8 	0.19625
328.9 	0.19625
329   	0.19625
329.1 	0.19624
329.2 	0.19624
329.3 	0.19624
329.4 	0.19624
329.5 	0.19624
329.6 	0.19624
329.7 	0.19624
329.8 	0.19624
329.9 	0.19624
330   	0.19624
330.1 	0.19623
330.2 	0.19623
330.3 	0.19623
330.4 	0.19623
330.5 	0.19623
330.6 	0.19623
330.7 	0.19623
330.8 	0.19623
330.9 	0.19623
331   	0.19623
331.1 	0.19622
331.2 	0.19622
331.3 	0.19622
331.4 	0.19622
331.5 	0.19622
331.6 	0.19622
331.7 	0.19622
331.8 	0.19622
331.9 	0.19622
332   	0.19622
332.1 	0.19621
332.2 	0.19621
332.3 	0.19621
332.4 	0.19621
332.5 	0.19621
332.6 	0.19621
332.7 	0.19621
332.8 	0.19621
332.9 	0.19621
333   	0.19621
333.1 	0.1962
333.2 	0.1962
333.3 	0.1962
333.4 	0.1962
333.5 	0.1962
333.6 	0.1962
333.7 	0.1962
333.8 	0.1962
333.9 	0.1962
334   	0.1962
334.1 	0.1962
334.2 	0.19619
334.3 	0.19619
334.4 	0.19619
334.5 	0.19619
334.6 	0.19619
334.7 	0.19619
334.8 	0.19619
334.9 	0.19619
335   	0.19619
335.1 	0.19619
335.2 	0.19618
335.3 	0.19618
335.4 	0.19618
335.5 	0.19618
335.6 	0.19618
335.7 	0.19618
335.8 	0.19618
335.9 	0.19618
336   	0.19618
336.1 	0.19618
336.2 	0.19617
336.3 	0.19617
336.4 	0.19617
336.5 	0.19617
336.6 	0.19617
336.7 	0.19617
336.8 	0.19617
336.9 	0.19617
337   	0.19617
337.1 	0.19617
337.2 	0.19616
337.3 	0.19616
337.4 	0.19616
337.5 	0.19616
337.6 	0.19616
337.7 	0.19616
337.8 	0.19616
337.9 	0.19616
338   	0.19616
338.1 	0.19616
338.2 	0.19615
338.3 	0.19615
338.4 	0.19615
338.5 	0.19615
338.6 	0.19615
338.7 	0.19615
338.8 	0.19615
338.9 	0.19615
339   	0.19615
339.1 	0.19615
339.2 	0.19614
339.3 	0.19614
339.4 	0.19614
339.5 	0.19614
339.6 	0.19614
339.7 	0.19614
339.8 	0.19614
339.9 	0.19614
340   	0.19614
340.1 	0.19614
340.2 	0.19613
340.3 	0.19613
340.4 	0.19613
340.5 	0.19613
340.6 	0.19613
340.7 	0.19613
340.8 	0.19613
340.9 	0.19613
341   	0.19613
341.1 	0.19613
341.2 	0.19613
341.3 	0.19612
341.4 	0.19612
341.5 	0.19612
341.6 	0.19612
341.7 	0.19612
341.8 	0.19612
341.9 	0.19612
342   	0.19612
342.1 	0.19612
342.2 	0.19612
342.3 	0.19611
342.4 	0.19611
342.5 	0.19611
342.6 	0.19611
342.7 	0.19611
342.8 	0.19611
342.9 	0.19611
343   	0.19611
343.1 	0.19611
343.2 	0.19611
343.3 	0.1961
343.4 	0.1961
343.5 	0.1961
343.6 	0.1961
343.7 	0.1961
343.8 	0.1961
343.9 	0.1961
344   	0.1961
344.1 	0.1961
344.2 	0.1961
344.3 	0.19609
344.4 	0.19609
344.5 	0.19609
344.6 	0.19609
344.7 	0.19609
344.8 	0.19609
344.9 	0.19609
345   	0.19609
345.1 	0.19609
345.2 	0.19609
345.3 	0.19608
345.4 	0.19608
345.5 	0.19608
345.6 	0.19608
345.7 	0.19608
345.8 	0.19608
345.9 	0.19608
346   	0.19608
346.1 	0.19608
346.2 	0.19608
346.3 	0.19608
346.4 	0.19607
346.5 	0.19607
346.6 	0.19607
346.7 	0.19607
346.8 	0.19607
346.9 	0.19607
347   	0.19607
347.1 	0.19607
347.2 	0.19607
347.3 	0.19607
347.4 	0.19606
347.5 	0.19606
347.6 	0.19606
347.7 	0.19606
347.8 	0.19606
347.9 	0.19606
348   	0.19606
348.1 	0.19606
348.2 	0.19606
348.3 	0.19606
348.4 	0.19605
348.5 	0.19605
348.6 	0.19605
348.7 	0.19605
348.8 	0.19605
348.9 	0.19605
349   	0.19605
349.1 	0.19605
349.2 	0.19605
349.3 	0.19605
349.4 	0.19604
349.5 	0.19604
349.6 	0.19604
349.7 	0.19604
349.8 	0.19604
349.9 	0.19604
350   	0.19604
350.1 	0.19604
350.2 	0.19604
350.3 	0.19604
350.4 	0.19603
350.5 	0.19603
350.6 	0.19603
350.7 	0.19603
350.8 	0.19603
350.9 	0.19603
351   	0.19603
351.1 	0.19603
351.2 	0.19603
351.3 	0.19603
351.4 	0.19603
351.5 	0.19602
351.6 	0.19602
351.7 	0.19602
351.8 	0.19602
351.9 	0.19602
352   	0.19602
352.1 	0.19602
352.2 	0.19602
352.3 	0.19602
352.4 	0.19602
352.5 	0.19601
352.6 	0.19601
352.7 	0.19601
352.8 	0.19601
352.9 	0.19601
353   	0.19601
353.1 	0.19601
353.2 	0.19601
353.3 	0.19601
353.4 	0.19601
353.5 	0.196 
353.6 	0.196 
353.7 	0.196 
353.8 	0.196 
353.9 	0.196 
354   	0.196 
354.1 	0.196 
354.2 	0.196 
354.3 	0.196 
354.4 	0.196 
354.5 	0.19599
354.6 	0.19599
354.7 	0.19599
354.8 	0.19599
354.9 	0.19599
355   	0.19599
355.1 	0.19599
355.2 	0.19599
355.3 	0.19599
355.4 	0.19599
355.5 	0.19599
355.6 	0.19598
355.7 	0.19598
355.8 	0.19598
355.9 	0.19598
356   	0.19598
356.1 	0.19598
356.2 	0.19598
356.3 	0.19598
356.4 	0.19598
356.5 	0.19598
356.6 	0.19597
356.7 	0.19597
356.8 	0.19597
356.9 	0.19597
357   	0.19597
357.1 	0.19597
357.2 	0.19597
357.3 	0.19597
357.4 	0.19597
357.5 	0.19597
357.6 	0.19596
357.7 	0.19596
357.8 	0.19596
357.9 	0.19596
358   	0.19596
358.1 	0.19596
358.2 	0.19596
358.3 	0.19596
358.4 	0.19596
358.5 	0.19596
358.6 	0.19595
358.7 	0.19595
358.8 	0.19595
358.9 	0.19595
359   	0.19595
359.1 	0.19595
359.2 	0.19595
359.3 	0.19595
359.4 	0.19595
359.5 	0.19595
359.6 	0.19595
359.7 	0.19594
359.8 	0.19594
359.9 	0.19594
360   	0.19594
360.1 	0.19594
360.2 	0.19594
360.3 	0.19594
360.4 	0.19594
360.5 	0.19594
360.6 	0.19594
360.7 	0.19593
360.8 	0.19593
360.9 	0.19593
361   	0.19593
361.1 	0.19593
361.2 	0.19593
361.3 	0.19593
361.4 	0.19593
361.5 	0.19593
361.6 	0.19593
361.7 	0.19592
361.8 	0.19592
361.9 	0.19592
362   	0.19592
362.1 	0.19592
362.2 	0.19592
362.3 	0.19592
362.4 	0.19592
362.5 	0.19592
362.6 	0.19592
362.7 	0.19591
362.8 	0.19591
362.9 	0.19591
363   	0.19591
363.1 	0.19591
363.2 	0.19591
363.3 	0.19591
363.4 	0.19591
363.5 	0.19591
363.6 	0.19591
363.7 	0.19591
363.8 	0.1959
363.9 	0.1959
364   	0.1959
364.1 	0.1959
364.2 	0.1959
364.3 	0.1959
364.4 	0.1959
364.5 	0.1959
364.6 	0.1959
364.7 	0.1959
364.8 	0.19589
364.9 	0.19589
365   	0.19589
365.1 	0.19589
365.2 	0.19589
365.3 	0.19589
365.4 	0.19589
365.5 	0.19589
365.6 	0.19589
365.7 	0.19589
365.8 	0.19588
365.9 	0.19588
366   	0.19588
366.1 	0.19588
366.2 	0.19588
366.3 	0.19588
366.4 	0.19588
366.5 	0.19588
366.6 	0.19588
366.7 	0.19588
366.8 	0.19588
366.9 	0.19587
367   	0.19587
367.1 	0.19587
367.2 	0.19587
367.3 	0.19587
367.4 	0.19587
367.5 	0.19587
367.6 	0.19587
367.7 	0.19587
367.8 	0.19587
367.9 	0.19586
368   	0.19586
368.1 	0.19586
368.2 	0.19586
368.3 	0.19586
368.4 	0.19586
368.5 	0.19586
368.6 	0.19586
368.7 	0.19586
368.8 	0.19586
368.9 	0.19585
369   	0.19585
369.1 	0.19585
369.2 	0.19585
369.3 	0.19585
369.4 	0.19585
369.5 	0.19585
369.6 	0.19585
369.7 	0.19585
369.8 	0.19585
369.9 	0.19584
370   	0.19584
370.1 	0.19584
370.2 	0.19584
370.3 	0.19584
370.4 	0.19584
370.5 	0.19584
370.6 	0.19584
370.7 	0.19584
370.8 	0.19584
370.9 	0.19584
371   	0.19583
371.1 	0.19583
371.2 	0.19583
371.3 	0.19583
371.4 	0.19583
371.5 	0.19583
371.6 	0.19583
371.7 	0.19583
371.8 	0.19583
371.9 	0.19583
372   	0.19582
372.1 	0.19582
372.2 	0.19582
372.3 	0.19582
372.4 	0.19582
372.5 	0.19582
372.6 	0.19582
372.7 	0.19582
372.8 	0.19582
372.9 	0.19582
373   	0.19581
373.1 	0.19581
373.2 	0.19581
373.3 	0.19581
373.4 	0.19581
373.5 	0.19581
373.6 	0.19581
373.7 	0.19581
373.8 	0.19581
373.9 	0.19581
374   	0.19581
374.1 	0.1958
374.2 	0.1958
374.3 	0.1958
374.4 	0.1958
374.5 	0.1958
374.6 	0.1958
374.7 	0.1958
374.8 	0.1958
374.9 	0.1958
375   	0.1958
375.1 	0.19579
375.2 	0.19579
375.3 	0.19579
375.4 	0.19579
375.5 	0.19579
375.6 	0.19579
375.7 	0.19579
375.8 	0.19579
375.9 	0.19579
376   	0.19579
376.1 	0.19578
376.2 	0.19578
376.3 	0.19578
376.4 	0.19578
376.5 	0.19578
376.6 	0.19578
376.7 	0.19578
376.8 	0.19578
376.9 	0.19578
377   	0.19578
377.1 	0.19578
377.2 	0.19577
377.3 	0.19577
377.4 	0.19577
377.5 	0.19577
377.6 	0.19577
377.7 	0.19577
377.8 	0.19577
377.9 	0.19577
378   	0.19577
378.1 	0.19577
378.2 	0.19576
378.3 	0.19576
378.4 	0.19576
378.5 	0.19576
378.6 	0.19576
378.7 	0.19576
378.8 	0.19576
378.9 	0.19576
379   	0.19576
379.1 	0.19576
379.2 	0.19575
379.3 	0.19575
379.4 	0.19575
379.5 	0.19575
379.6 	0.19575
379.7 	0.19575
379.8 	0.19575
379.9 	0.19575
380   	0.19575
380.1 	0.19575
380.2 	0.19575
380.3 	0.19574
380.4 	0.19574
380.5 	0.19574
380.6 	0.19574
380.7 	0.19574
380.8 	0.19574
380.9 	0.19574
381   	0.19574
381.1 	0.19574
381.2 	0.19574
381.3 	0.19573
381.4 	0.19573
381.5 	0.19573
381.6 	0.19573
381.7 	0.19573
381.8 	0.19573
381.9 	0.19573
382   	0.19573
382.1 	0.19573
382.2 	0.19573
382.3 	0.19572
382.4 	0.19572
382.5 	0.19572
382.6 	0.19572
382.7 	0.19572
382.8 	0.19572
382.9 	0.19572
383   	0.19572
383.1 	0.19572
383.2 	0.19572
383.3 	0.19572
383.4 	0.19571
383.5 	0.19571
383.6 	0.19571
383.7 	0.19571
383.8 	0.19571
383.9 	0.19571
384   	0.19571
384.1 	0.19571
384.2 	0.19571
384.3 	0.19571
384.4 	0.1957
384.5 	0.1957
384.6 	0.1957
384.7 	0.1957
384.8 	0.1957
384.9 	0.1957
385   	0.1957
385.1 	0.1957
385.2 	0.1957
385.3 	0.1957
385.4 	0.1957
385.5 	0.19569
385.6 	0.19569
385.7 	0.19569
385.8 	0.19569
385.9 	0.19569
386   	0.19569
386.1 	0.19569
386.2 	0.19569
386.3 	0.19569
386.4 	0.19569
386.5 	0.19568
386.6 	0.19568
386.7 	0.19568
386.8 	0.19568
386.9 	0.19568
387   	0.19568
387.1 	0.19568
387.2 	0.19568
387.3 	0.19568
387.4 	0.19568
387.5 	0.19567
387.6 	0.19567
387.7 	0.19567
387.8 	0.19567
387.9 	0.19567
388   	0.19567
388.1 	0.19567
388.2 	0.19567
388.3 	0.19567
388.4 	0.19567
388.5 	0.19567
388.6 	0.19566
388.7 	0.19566
388.8 	0.19566
388.9 	0.19566
389   	0.19566
389.1 	0.19566
389.2 	0.19566
389.3 	0.19566
389.4 	0.19566
389.5 	0.19566
389.6 	0.19565
389.7 	0.19565
389.8 	0.19565
389.9 	0.19565
390   	0.19565
390.1 	0.19565
390.2 	0.19565
390.3 	0.19565
390.4 	0.19565
390.5 	0.19565
390.6 	0.19565
390.7 	0.19564
390.8 	0.19564
390.9 	0.19564
391   	0.19564
391.1 	0.19564
391.2 	0.19564
391.3 	0.19564
391.4 	0.19564
391.5 	0.19564
391.6 	0.19564
391.7 	0.19563
391.8 	0.19563
391.9 	0.19563
392   	0.19563
392.1 	0.19563
392.2 	0.19563
392.3 	0.19563
392.4 	0.19563
392.5 	0.19563
392.6 	0.19563
392.7 	0.19562
392.8 	0.19562
392.9 	0.19562
393   	0.19562
393.1 	0.19562
393.2 	0.19562
393.3 	0.19562
393.4 	0.19562
393.5 	0.19562
393.6 	0.19562
393.7 	0.19562
393.8 	0.19561
393.9 	0.19561
394   	0.19561
394.1 	0.19561
394.2 	0.19561
394.3 	0.19561
394.4 	0.19561
394.5 	0.19561
394.6 	0.19561
394.7 	0.19561
394.8 	0.1956
394.9 	0.1956
395   	0.1956
395.1 	0.1956
395.2 	0.1956
395.3 	0.1956
395.4 	0.1956
395.5 	0.1956
395.6 	0.1956
395.7 	0.1956
395.8 	0.1956
395.9 	0.19559
396   	0.19559
396.1 	0.19559
396.2 	0.19559
396.3 	0.19559
396.4 	0.19559
396.5 	0.19559
396.6 	0.19559
396.7 	0.19559
396.8 	0.19559
396.9 	0.19558
397   	0.19558
397.1 	0.19558
397.2 	0.19558
397.3 	0.19558
397.4 	0.19558
397.5 	0.19558
397.6 	0.19558
397.7 	0.19558
397.8 	0.19558
397.9 	0.19557
398   	0.19557
398.1 	0.19557
398.2 	0.19557
398.3 	0.19557
398.4 	0.19557
398.5 	0.19557
398.6 	0.19557
398.7 	0.19557
398.8 	0.19557
398.9 	0.19557
399   	0.19556
399.1 	0.19556
399.2 	0.19556
399.3 	0.19556
399.4 	0.19556
399.5 	0.19556
399.6 	0.19556
399.7 	0.19556
399.8 	0.19556
399.9 	0.19556
400   	0.19555
400.1 	0.19555
400.2 	0.19555
400.3 	0.19555
400.4 	0.19555
400.5 	0.19555
400.6 	0.19555
400.7 	0.19555
400.8 	0.19555
400.9 	0.19555
401   	0.19555
401.1 	0.19554
401.2 	0.19554
401.3 	0.19554
401.4 	0.19554
401.5 	0.19554
401.6 	0.19554
401.7 	0.19554
401.8 	0.19554
401.9 	0.19554
402   	0.19554
402.1 	0.19553
402.2 	0.19553
402.3 	0.19553
402.4 	0.19553
402.5 	0.19553
402.6 	0.19553
402.7 	0.19553
402.8 	0.19553
402.9 	0.19553
403   	0.19553
403.1 	0.19553
403.2 	0.19552
403.3 	0.19552
403.4 	0.19552
403.5 	0.19552
403.6 	0.19552
403.7 	0.19552
403.8 	0.19552
403.9 	0.19552
404   	0.19552
404.1 	0.19552
404.2 	0.19551
404.3 	0.19551
404.4 	0.19551
404.5 	0.19551
404.6 	0.19551
404.7 	0.19551
404.8 	0.19551
404.9 	0.19551
405   	0.19551
405.1 	0.19551
405.2 	0.19551
405.3 	0.1955
405.4 	0.1955
405.5 	0.1955
405.6 	0.1955
405.7 	0.1955
405.8 	0.1955
405.9 	0.1955
406   	0.1955
406.1 	0.1955
406.2 	0.1955
406.3 	0.19549
406.4 	0.19549
406.5 	0.19549
406.6 	0.19549
406.7 	0.19549
406.8 	0.19549
406.9 	0.19549
407   	0.19549
407.1 	0.19549
407.2 	0.19549
407.3 	0.19549
407.4 	0.19548
407.5 	0.19548
407.6 	0.19548
407.7 	0.19548
407.8 	0.19548
407.9 	0.19548
408   	0.19548
408.1 	0.19548
408.2 	0.19548
408.3 	0.19548
408.4 	0.19547
408.5 	0.19547
408.6 	0.19547
408.7 	0.19547
408.8 	0.19547
408.9 	0.19547
409   	0.19547
409.1 	0.19547
409.2 	0.19547
409.3 	0.19547
409.4 	0.19546
409.5 	0.19546
409.6 	0.19546
409.7 	0.19546
409.8 	0.19546
409.9 	0.19546
410   	0.19546
410.1 	0.19546
410.2 	0.19546
410.3 	0.19546
410.4 	0.19546
410.5 	0.19545
410.6 	0.19545
410.7 	0.19545
410.8 	0.19545
410.9 	0.19545
411   	0.19545
411.1 	0.19545
411.2 	0.19545
411.3 	0.19545
411.4 	0.19545
411.5 	0.19544
411.6 	0.19544
411.7 	0.19544
411.8 	0.19544
411.9 	0.19544
412   	0.19544
412.1 	0.19544
412.2 	0.19544
412.3 	0.19544
412.4 	0.19544
412.5 	0.19544
412.6 	0.19543
412.7 	0.19543
412.8 	0.19543
412.9 	0.19543
413   	0.19543
413.1 	0.19543
413.2 	0.19543
413.3 	0.19543
413.4 	0.19543
413.5 	0.19543
413.6 	0.19542
413.7 	0.19542
413.8 	0.19542
413.9 	0.19542
414   	0.19542
414.1 	0.19542
414.2 	0.19542
414.3 	0.19542
414.4 	0.19542
414.5 	0.19542
414.6 	0.19542
414.7 	0.19541
414.8 	0.19541
414.9 	0.19541
415   	0.19541
415.1 	0.19541
415.2 	0.19541
415.3 	0.19541
415.4 	0.19541
415.5 	0.19541
415.6 	0.19541
415.7 	0.1954
415.8 	0.1954
415.9 	0.1954
416   	0.1954
416.1 	0.1954
416.2 	0.1954
416.3 	0.1954
416.4 	0.1954
416.5 	0.1954
416.6 	0.1954
416.7 	0.1954
416.8 	0.19539
416.9 	0.19539
417   	0.19539
417.1 	0.19539
417.2 	0.19539
417.3 	0.19539
417.4 	0.19539
417.5 	0.19539
417.6 	0.19539
417.7 	0.19539
417.8 	0.19538
417.9 	0.19538
418   	0.19538
418.1 	0.19538
418.2 	0.19538
418.3 	0.19538
418.4 	0.19538
418.5 	0.19538
418.6 	0.19538
418.7 	0.19538
418.8 	0.19538
418.9 	0.19537
419   	0.19537
419.1 	0.19537
419.2 	0.19537
419.3 	0.19537
419.4 	0.19537
419.5 	0.19537
419.6 	0.19537
419.7 	0.19537
419.8 	0.19537
419.9 	0.19536
420   	0.19536
420.1 	0.19536
420.2 	0.19536
420.3 	0.19536
420.4 	0.19536
420.5 	0.19536
420.6 	0.19536
420.7 	0.19536
420.8 	0.19536
420.9 	0.19536
421   	0.19535
421.1 	0.19535
421.2 	0.19535
421.3 	0.19535
421.4 	0.19535
421.5 	0.19535
421.6 	0.19535
421.7 	0.19535
421.8 	0.19535
421.9 	0.19535
422   	0.19535
422.1 	0.19534
422.2 	0.19534
422.3 	0.19534
422.4 	0.19534
422.5 	0.19534
422.6 	0.19534
422.7 	0.19534
422.8 	0.19534
422.9 	0.19534
423   	0.19534
423.1 	0.19533
423.2 	0.19533
423.3 	0.19533
423.4 	0.19533
423.5 	0.19533
423.6 	0.19533
423.7 	0.19533
423.8 	0.19533
423.9 	0.19533
424   	0.19533
424.1 	0.19533
424.2 	0.19532
424.3 	0.19532
424.4 	0.19532
424.5 	0.19532
424.6 	0.19532
424.7 	0.19532
424.8 	0.19532
424.9 	0.19532
425   	0.19532
425.1 	0.19532
425.2 	0.19531
425.3 	0.19531
425.4 	0.19531
425.5 	0.19531
425.6 	0.19531
425.7 	0.19531
425.8 	0.19531
425.9 	0.19531
426   	0.19531
426.1 	0.19531
426.2 	0.19531
426.3 	0.1953
426.4 	0.1953
426.5 	0.1953
426.6 	0.1953
426.7 	0.1953
426.8 	0.1953
426.9 	0.1953
427   	0.1953
427.1 	0.1953
427.2 	0.1953
427.3 	0.19529
427.4 	0.19529
427.5 	0.19529
427.6 	0.19529
427.7 	0.19529
427.8 	0.19529
427.9 	0.19529
428   	0.19529
428.1 	0.19529
428.2 	0.19529
428.3 	0.19529
428.4 	0.19528
428.5 	0.19528
428.6 	0.19528
428.7 	0.19528
428.8 	0.19528
428.9 	0.19528
429   	0.19528
429.1 	0.19528
429.2 	0.19528
429.3 	0.19528
429.4 	0.19527
429.5 	0.19527
429.6 	0.19527
429.7 	0.19527
429.8 	0.19527
429.9 	0.19527
430   	0.19527
430.1 	0.19527
430.2 	0.19527
430.3 	0.19527
430.4 	0.19527
430.5 	0.19526
430.6 	0.19526
430.7 	0.19526
430.8 	0.19526
430.9 	0.19526
431   	0.19526
431.1 	0.19526
431.2 	0.19526
431.3 	0.19526
431.4 	0.19526
431.5 	0.19526
431.6 	0.19525
431.7 	0.19525
431.8 	0.19525
431.9 	0.19525
432   	0.19525
432.1 	0.19525
432.2 	0.19525
432.3 	0.19525
432.4 	0.19525
432.5 	0.19525
432.6 	0.19524
432.7 	0.19524
432.8 	0.19524
432.9 	0.19524
433   	0.19524
433.1 	0.19524
433.2 	0.19524
433.3 	0.19524
433.4 	0.19524
433.5 	0.19524
433.6 	0.19524
433.7 	0.19523
433.8 	0.19523
433.9 	0.19523
434   	0.19523
434.1 	0.19523
434.2 	0.19523
434.3 	0.19523
434.4 	0.19523
434.5 	0.19523
434.6 	0.19523
434.7 	0.19522
434.8 	0.19522
434.9 	0.19522
435   	0.19522
435.1 	0.19522
435.2 	0.19522
435.3 	0.19522
435.4 	0.19522
435.5 	0.19522
435.6 	0.19522
435.7 	0.19522
435.8 	0.19521
435.9 	0.19521
436   	0.19521
436.1 	0.19521
436.2 	0.19521
436.3 	0.19521
436.4 	0.19521
436.5 	0.19521
436.6 	0.19521
436.7 	0.19521
436.8 	0.1952
436.9 	0.1952
437   	0.1952
437.1 	0.1952
437.2 	0.1952
437.3 	0.1952
437.4 	0.1952
437.5 	0.1952
437.6 	0.1952
437.7 	0.1952
437.8 	0.1952
437.9 	0.19519
438   	0.19519
438.1 	0.19519
438.2 	0.19519
438.3 	0.19519
438.4 	0.19519
438.5 	0.19519
438.6 	0.19519
438.7 	0.19519
438.8 	0.19519
438.9 	0.19519
439   	0.19518
439.1 	0.19518
439.2 	0.19518
439.3 	0.19518
439.4 	0.19518
439.5 	0.19518
439.6 	0.19518
439.7 	0.19518
439.8 	0.19518
439.9 	0.19518
440   	0.19517
440.1 	0.19517
440.2 	0.19517
440.3 	0.19517
440.4 	0.19517
440.5 	0.19517
440.6 	0.19517
440.7 	0.19517
440.8 	0.19517
440.9 	0.19517
441   	0.19517
441.1 	0.19516
441.2 	0.19516
441.3 	0.19516
441.4 	0.19516
441.5 	0.19516
441.6 	0.19516
441.7 	0.19516
441.8 	0.19516
441.9 	0.19516
442   	0.19516
442.1 	0.19515
442.2 	0.19515
442.3 	0.19515
442.4 	0.19515
442.5 	0.19515
442.6 	0.19515
442.7 	0.19515
442.8 	0.19515
442.9 	0.19515
443   	0.19515
443.1 	0.19515
443.2 	0.19514
443.3 	0.19514
443.4 	0.19514
443.5 	0.19514
443.6 	0.19514
443.7 	0.19514
443.8 	0.19514
443.9 	0.19514
444   	0.19514
444.1 	0.19514
444.2 	0.19514
444.3 	0.19513
444.4 	0.19513
444.5 	0.19513
444.6 	0.19513
444.7 	0.19513
444.8 	0.19513
444.9 	0.19513
445   	0.19513
445.1 	0.19513
445.2 	0.19513
445.3 	0.19512
445.4 	0.19512
445.5 	0.19512
445.6 	0.19512
445.7 	0.19512
445.8 	0.19512
445.9 	0.19512
446   	0.19512
446.1 	0.19512
446.2 	0.19512
446.3 	0.19512
446.4 	0.19511
446.5 	0.19511
446.6 	0.19511
446.7 	0.19511
446.8 	0.19511
446.9 	0.19511
447   	0.19511
447.1 	0.19511
447.2 	0.19511
447.3 	0.19511
447.4 	0.19511
447.5 	0.1951
447.6 	0.1951
447.7 	0.1951
447.8 	0.1951
447.9 	0.1951
448   	0.1951
448.1 	0.1951
448.2 	0.1951
448.3 	0.1951
448.4 	0.1951
448.5 	0.19509
448.6 	0.19509
448.7 	0.19509
448.8 	0.19509
448.9 	0.19509
449   	0.19509
449.1 	0.19509
449.2 	0.19509
449.3 	0.19509
449.4 	0.19509
449.5 	0.19509
449.6 	0.19508
449.7 	0.19508
449.8 	0.19508
449.9 	0.19508
450   	0.19508
450.1 	0.19508
450.2 	0.19508
450.3 	0.19508
450.4 	0.19508
450.5 	0.19508
450.6 	0.19507
450.7 	0.19507
450.8 	0.19507
450.9 	0.19507
451   	0.19507
451.1 	0.19507
451.2 	0.19507
451.3 	0.19507
451.4 	0.19507
451.5 	0.19507
451.6 	0.19507
451.7 	0.19506
451.8 	0.19506
451.9 	0.19506
452   	0.19506
452.1 	0.19506
452.2 	0.19506
452.3 	0.19506
452.4 	0.19506
452.5 	0.19506
452.6 	0.19506
452.7 	0.19506
452.8 	0.19505
452.9 	0.19505
453   	0.19505
453.1 	0.19505
453.2 	0.19505
453.3 	0.19505
453.4 	0.19505
453.5 	0.19505
453.6 	0.19505
453.7 	0.19505
453.8 	0.19504
453.9 	0.19504
454   	0.19504
454.1 	0.19504
454.2 	0.19504
454.3 	0.19504
454.4 	0.19504
454.5 	0.19504
454.6 	0.19504
454.7 	0.19504
454.8 	0.19504
454.9 	0.19503
455   	0.19503
455.1 	0.19503
455.2 	0.19503
455.3 	0.19503
455.4 	0.19503
455.5 	0.19503
455.6 	0.19503
455.7 	0.19503
455.8 	0.19503
455.9 	0.19503
456   	0.19502
456.1 	0.19502
456.2 	0.19502
456.3 	0.19502
456.4 	0.19502
456.5 	0.19502
456.6 	0.19502
456.7 	0.19502
456.8 	0.19502
456.9 	0.19502
457   	0.19501
457.1 	0.19501
457.2 	0.19501
457.3 	0.19501
457.4 	0.19501
457.5 	0.19501
457.6 	0.19501
457.7 	0.19501
457.8 	0.19501
457.9 	0.19501
458   	0.19501
458.1 	0.195 
458.2 	0.195 
458.3 	0.195 
458.4 	0.195 
458.5 	0.195 
458.6 	0.195 
458.7 	0.195 
458.8 	0.195 
458.9 	0.195 
459   	0.195 
459.1 	0.195 
459.2 	0.19499
459.3 	0.19499
459.4 	0.19499
459.5 	0.19499
459.6 	0.19499
459.7 	0.19499
459.8 	0.19499
459.9 	0.19499
460   	0.19499
460.1 	0.19499
460.2 	0.19498
460.3 	0.19498
460.4 	0.19498
460.5 	0.19498
460.6 	0.19498
460.7 	0.19498
460.8 	0.19498
460.9 	0.19498
461   	0.19498
461.1 	0.19498
461.2 	0.19498
461.3 	0.19497
461.4 	0.19497
461.5 	0.19497
461.6 	0.19497
461.7 	0.19497
461.8 	0.19497
461.9 	0.19497
462   	0.19497
462.1 	0.19497
462.2 	0.19497
462.3 	0.19497
462.4 	0.19496
462.5 	0.19496
462.6 	0.19496
462.7 	0.19496
462.8 	0.19496
462.9 	0.19496
463   	0.19496
463.1 	0.19496
463.2 	0.19496
463.3 	0.19496
463.4 	0.19496
463.5 	0.19495
463.6 	0.19495
463.7 	0.19495
463.8 	0.19495
463.9 	0.19495
464   	0.19495
464.1 	0.19495
464.2 	0.19495
464.3 	0.19495
464.4 	0.19495
464.5 	0.19494
464.6 	0.19494
464.7 	0.19494
464.8 	0.19494
464.9 	0.19494
465   	0.19494
465.1 	0.19494
465.2 	0.19494
465.3 	0.19494
465.4 	0.19494
465.5 	0.19494
465.6 	0.19493
465.7 	0.19493
465.8 	0.19493
465.9 	0.19493
466   	0.19493
466.1 	0.19493
466.2 	0.19493
466.3 	0.19493
466.4 	0.19493
466.5 	0.19493
466.6 	0.19493
466.7 	0.19492
466.8 	0.19492
466.9 	0.19492
467   	0.19492
467.1 	0.19492
467.2 	0.19492
467.3 	0.19492
467.4 	0.19492
467.5 	0.19492
467.6 	0.19492
467.7 	0.19491
467.8 	0.19491
467.9 	0.19491
468   	0.19491
468.1 	0.19491
468.2 	0.19491
468.3 	0.19491
468.4 	0.19491
468.5 	0.19491
468.6 	0.19491
