0.1   	4.9835e-05	4.9835e-05
0.2   	4.9713e-05	4.9713e-05
0.3   	4.9665e-05	4.9665e-05
0.4   	4.9587e-05	4.9587e-05
0.5   	4.9544e-05	4.9544e-05
0.6   	4.9487e-05	4.9487e-05
0.7   	4.9448e-05	4.9448e-05
0.8   	4.9403e-05	4.9403e-05
0.9   	4.9367e-05	4.9367e-05
1     	4.9328e-05	4.9328e-05
1.1   	4.9296e-05	4.9296e-05
1.2   	4.9262e-05	4.9262e-05
1.3   	4.9232e-05	4.9232e-05
1.4   	4.9201e-05	4.9201e-05
1.5   	4.9173e-05	4.9173e-05
1.6   	4.9145e-05	4.9145e-05
1.7   	4.9119e-05	4.9119e-05
1.8   	4.9092e-05	4.9092e-05
1.9   	4.9068e-05	4.9068e-05
2     	4.9043e-05	4.9043e-05
2.1   	4.9019e-05	4.9019e-05
2.2   	4.8996e-05	4.8996e-05
2.3   	4.8973e-05	4.8973e-05
2.4   	4.8951e-05	4.8951e-05
2.5   	4.8929e-05	4.8929e-05
2.6   	4.8908e-05	4.8908e-05
2.7   	4.8887e-05	4.8887e-05
2.8   	4.8866e-05	4.8866e-05
2.9   	4.8845e-05	4.8845e-05
3     	4.8825e-05	4.8825e-05
3.1   	4.8805e-05	4.8805e-05
3.2   	4.8785e-05	4.8785e-05
3.3   	4.8766e-05	4.8766e-05
3.4   	4.8746e-05	4.8746e-05
3.5   	4.8727e-05	4.8727e-05
3.6   	4.8708e-05	4.8708e-05
3.7   	4.8689e-05	4.8689e-05
3.8   	4.867e-05	4.867e-05
3.9   	4.8651e-05	4.8651e-05
4     	4.8632e-05	4.8632e-05
4.1   	4.8614e-05	4.8614e-05
4.2   	4.8595e-05	4.8595e-05
4.3   	4.8577e-05	4.8577e-05
4.4   	4.8559e-05	4.8559e-05
4.5   	4.854e-05	4.854e-05
4.6   	4.8522e-05	4.8522e-05
4.7   	4.8504e-05	4.8504e-05
4.8   	4.8486e-05	4.8486e-05
4.9   	4.8468e-05	4.8468e-05
5     	4.845e-05	4.845e-05
5.1   	4.8432e-05	4.8432e-05
5.2   	4.8414e-05	4.8414e-05
5.3   	4.8396e-05	4.8396e-05
5.4   	4.8378e-05	4.8378e-05
5.5   	4.8361e-05	4.8361e-05
5.6   	4.8343e-05	4.8343e-05
5.7   	4.8325e-05	4.8325e-05
5.8   	4.8307e-05	4.8307e-05
5.9   	4.829e-05	4.829e-05
6     	4.8272e-05	4.8272e-05
6.1   	4.8255e-05	4.8255e-05
6.2   	4.8237e-05	4.8237e-05
6.3   	4.8219e-05	4.8219e-05
6.4   	4.8202e-05	4.8202e-05
6.5   	4.8184e-05	4.8184e-05
6.6   	4.8167e-05	4.8167e-05
6.7   	4.8149e-05	4.8149e-05
6.8   	4.8132e-05	4.8132e-05
6.9   	4.8114e-05	4.8114e-05
7     	4.8097e-05	4.8097e-05
7.1   	4.808e-05	4.808e-05
7.2   	4.8062e-05	4.8062e-05
7.3   	4.8045e-05	4.8045e-05
7.4   	4.8027e-05	4.8027e-05
7.5   	4.801e-05	4.801e-05
7.6   	4.7993e-05	4.7993e-05
7.7   	4.7975e-05	4.7975e-05
7.8   	4.7958e-05	4.7958e-05
7.9   	4.7941e-05	4.7941e-05
8     	4.7924e-05	4.7924e-05
8.1   	4.7906e-05	4.7906e-05
8.2   	4.7889e-05	4.7889e-05
8.3   	4.7872e-05	4.7872e-05
8.4   	4.7855e-05	4.7855e-05
8.5   	4.7838e-05	4.7838e-05
8.6   	4.782e-05	4.782e-05
8.7   	4.7803e-05	4.7803e-05
8.8   	4.7786e-05	4.7786e-05
8.9   	4.7769e-05	4.7769e-05
9     	4.7752e-05	4.7752e-05
9.1   	4.7735e-05	4.7735e-05
9.2   	4.7718e-05	4.7718e-05
9.3   	4.7701e-05	4.7701e-05
9.4   	4.7684e-05	4.7684e-05
9.5   	4.7667e-05	4.7667e-05
9.6   	4.765e-05	4.765e-05
9.7   	4.7633e-05	4.7633e-05
9.8   	4.7616e-05	4.7616e-05
9.9   	4.7599e-05	4.7599e-05
10    	4.7582e-05	4.7582e-05
10.1  	4.7565e-05	4.7565e-05
10.2  	4.7548e-05	4.7548e-05
10.3  	4.7531e-05	4.7531e-05
10.4  	4.7514e-05	4.7514e-05
10.5  	4.7497e-05	4.7497e-05
10.6  	4.748e-05	4.748e-05
10.7  	4.7463e-05	4.7463e-05
10.8  	4.7446e-05	4.7446e-05
10.9  	4.7429e-05	4.7429e-05
11    	4.7413e-05	4.7413e-05
11.1  	4.7396e-05	4.7396e-05
11.2  	4.7379e-05	4.7379e-05
0.1   	4.9835e-05	4.9835e-05
0.2   	4.9713e-05	4.9713e-05
0.3   	4.9665e-05	4.9665e-05
0.4   	4.9587e-05	4.9587e-05
0.5   	4.9544e-05	4.9544e-05
0.6   	4.9487e-05	4.9487e-05
0.7   	4.9448e-05	4.9448e-05
0.8   	4.9403e-05	4.9403e-05
0.9   	4.9367e-05	4.9367e-05
1     	4.9328e-05	4.9328e-05
1.1   	4.9296e-05	4.9296e-05
1.2   	4.9262e-05	4.9262e-05
1.3   	4.9232e-05	4.9232e-05
1.4   	4.9201e-05	4.9201e-05
1.5   	4.9173e-05	4.9173e-05
1.6   	4.9145e-05	4.9145e-05
1.7   	4.9119e-05	4.9119e-05
1.8   	4.9092e-05	4.9092e-05
1.9   	4.9068e-05	4.9068e-05
2     	4.9043e-05	4.9043e-05
2.1   	4.9019e-05	4.9019e-05
2.2   	4.8996e-05	4.8996e-05
2.3   	4.8973e-05	4.8973e-05
2.4   	4.8951e-05	4.8951e-05
2.5   	4.8929e-05	4.8929e-05
2.6   	4.8908e-05	4.8908e-05
2.7   	4.8887e-05	4.8887e-05
2.8   	4.8866e-05	4.8866e-05
2.9   	4.8845e-05	4.8845e-05
3     	4.8825e-05	4.8825e-05
3.1   	4.8805e-05	4.8805e-05
3.2   	4.8785e-05	4.8785e-05
3.3   	4.8766e-05	4.8766e-05
3.4   	4.8746e-05	4.8746e-05
3.5   	4.8727e-05	4.8727e-05
3.6   	4.8708e-05	4.8708e-05
3.7   	4.8689e-05	4.8689e-05
3.8   	4.867e-05	4.867e-05
3.9   	4.8651e-05	4.8651e-05
4     	4.8632e-05	4.8632e-05
4.1   	4.8614e-05	4.8614e-05
4.2   	4.8595e-05	4.8595e-05
4.3   	4.8577e-05	4.8577e-05
4.4   	4.8559e-05	4.8559e-05
4.5   	4.854e-05	4.854e-05
4.6   	4.8522e-05	4.8522e-05
4.7   	4.8504e-05	4.8504e-05
4.8   	4.8486e-05	4.8486e-05
4.9   	4.8468e-05	4.8468e-05
5     	4.845e-05	4.845e-05
5.1   	4.8432e-05	4.8432e-05
5.2   	4.8414e-05	4.8414e-05
5.3   	4.8396e-05	4.8396e-05
5.4   	4.8378e-05	4.8378e-05
5.5   	4.8361e-05	4.8361e-05
5.6   	4.8343e-05	4.8343e-05
5.7   	4.8325e-05	4.8325e-05
5.8   	4.8307e-05	4.8307e-05
5.9   	4.829e-05	4.829e-05
6     	4.8272e-05	4.8272e-05
6.1   	4.8255e-05	4.8255e-05
6.2   	4.8237e-05	4.8237e-05
6.3   	4.8219e-05	4.8219e-05
6.4   	4.8202e-05	4.8202e-05
6.5   	4.8184e-05	4.8184e-05
6.6   	4.8167e-05	4.8167e-05
6.7   	4.8149e-05	4.8149e-05
6.8   	4.8132e-05	4.8132e-05
6.9   	4.8114e-05	4.8114e-05
7     	4.8097e-05	4.8097e-05
7.1   	4.808e-05	4.808e-05
7.2   	4.8062e-05	4.8062e-05
7.3   	4.8045e-05	4.8045e-05
7.4   	4.8027e-05	4.8027e-05
7.5   	4.801e-05	4.801e-05
7.6   	4.7993e-05	4.7993e-05
7.7   	4.7975e-05	4.7975e-05
7.8   	4.7958e-05	4.7958e-05
7.9   	4.7941e-05	4.7941e-05
8     	4.7924e-05	4.7924e-05
8.1   	4.7906e-05	4.7906e-05
8.2   	4.7889e-05	4.7889e-05
8.3   	4.7872e-05	4.7872e-05
8.4   	4.7855e-05	4.7855e-05
8.5   	4.7838e-05	4.7838e-05
8.6   	4.782e-05	4.782e-05
8.7   	4.7803e-05	4.7803e-05
8.8   	4.7786e-05	4.7786e-05
8.9   	4.7769e-05	4.7769e-05
9     	4.7752e-05	4.7752e-05
9.1   	4.7735e-05	4.7735e-05
9.2   	4.7718e-05	4.7718e-05
9.3   	4.7701e-05	4.7701e-05
9.4   	4.7684e-05	4.7684e-05
9.5   	4.7667e-05	4.7667e-05
9.6   	4.765e-05	4.765e-05
9.7   	4.7633e-05	4.7633e-05
9.8   	4.7616e-05	4.7616e-05
9.9   	4.7599e-05	4.7599e-05
10    	4.7582e-05	4.7582e-05
10.1  	4.7565e-05	4.7565e-05
10.2  	4.7548e-05	4.7548e-05
10.3  	4.7531e-05	4.7531e-05
10.4  	4.7514e-05	4.7514e-05
10.5  	4.7497e-05	4.7497e-05
10.6  	4.748e-05	4.748e-05
10.7  	4.7463e-05	4.7463e-05
10.8  	4.7446e-05	4.7446e-05
10.9  	4.7429e-05	4.7429e-05
11    	4.7413e-05	4.7413e-05
11.1  	4.7396e-05	4.7396e-05
11.2  	4.7379e-05	4.7379e-05
11.3  	4.7362e-05	4.7362e-05
11.4  	4.7345e-05	4.7345e-05
11.5  	4.7329e-05	4.7329e-05
11.6  	4.7312e-05	4.7312e-05
11.7  	4.7295e-05	4.7295e-05
11.8  	4.7278e-05	4.7278e-05
11.9  	4.7262e-05	4.7262e-05
12    	4.7245e-05	4.7245e-05
12.1  	4.7228e-05	4.7228e-05
12.2  	4.7212e-05	4.7212e-05
12.3  	4.7195e-05	4.7195e-05
12.4  	4.7178e-05	4.7178e-05
12.5  	4.7162e-05	4.7162e-05
12.6  	4.7145e-05	4.7145e-05
12.7  	4.7128e-05	4.7128e-05
12.8  	4.7112e-05	4.7112e-05
12.9  	4.7095e-05	4.7095e-05
13    	4.7079e-05	4.7079e-05
13.1  	4.7062e-05	4.7062e-05
13.2  	4.7045e-05	4.7045e-05
13.3  	4.7029e-05	4.7029e-05
13.4  	4.7012e-05	4.7012e-05
13.5  	4.6996e-05	4.6996e-05
13.6  	4.6979e-05	4.6979e-05
13.7  	4.6963e-05	4.6963e-05
13.8  	4.6946e-05	4.6946e-05
13.9  	4.693e-05	4.693e-05
14    	4.6913e-05	4.6913e-05
14.1  	4.6897e-05	4.6897e-05
14.2  	4.6881e-05	4.6881e-05
14.3  	4.6864e-05	4.6864e-05
14.4  	4.6848e-05	4.6848e-05
14.5  	4.6831e-05	4.6831e-05
14.6  	4.6815e-05	4.6815e-05
14.7  	4.6799e-05	4.6799e-05
14.8  	4.6782e-05	4.6782e-05
14.9  	4.6766e-05	4.6766e-05
15    	4.675e-05	4.675e-05
15.1  	4.6733e-05	4.6733e-05
15.2  	4.6717e-05	4.6717e-05
15.3  	4.6701e-05	4.6701e-05
15.4  	4.6684e-05	4.6684e-05
15.5  	4.6668e-05	4.6668e-05
15.6  	4.6652e-05	4.6652e-05
15.7  	4.6636e-05	4.6636e-05
15.8  	4.6619e-05	4.6619e-05
15.9  	4.6603e-05	4.6603e-05
16    	4.6587e-05	4.6587e-05
16.1  	4.6571e-05	4.6571e-05
16.2  	4.6555e-05	4.6555e-05
16.3  	4.6538e-05	4.6538e-05
16.4  	4.6522e-05	4.6522e-05
16.5  	4.6506e-05	4.6506e-05
16.6  	4.649e-05	4.649e-05
16.7  	4.6474e-05	4.6474e-05
16.8  	4.6458e-05	4.6458e-05
16.9  	4.6442e-05	4.6442e-05
17    	4.6425e-05	4.6425e-05
17.1  	4.6409e-05	4.6409e-05
17.2  	4.6393e-05	4.6393e-05
17.3  	4.6377e-05	4.6377e-05
17.4  	4.6361e-05	4.6361e-05
17.5  	4.6345e-05	4.6345e-05
17.6  	4.6329e-05	4.6329e-05
17.7  	4.6313e-05	4.6313e-05
17.8  	4.6297e-05	4.6297e-05
17.9  	4.6281e-05	4.6281e-05
18    	4.6265e-05	4.6265e-05
18.1  	4.6249e-05	4.6249e-05
18.2  	4.6233e-05	4.6233e-05
18.3  	4.6217e-05	4.6217e-05
18.4  	4.6201e-05	4.6201e-05
18.5  	4.6185e-05	4.6185e-05
18.6  	4.6169e-05	4.6169e-05
18.7  	4.6154e-05	4.6154e-05
18.8  	4.6138e-05	4.6138e-05
18.9  	4.6122e-05	4.6122e-05
19    	4.6106e-05	4.6106e-05
19.1  	4.609e-05	4.609e-05
19.2  	4.6074e-05	4.6074e-05
19.3  	4.6058e-05	4.6058e-05
19.4  	4.6043e-05	4.6043e-05
19.5  	4.6027e-05	4.6027e-05
19.6  	4.6011e-05	4.6011e-05
19.7  	4.5995e-05	4.5995e-05
19.8  	4.5979e-05	4.5979e-05
19.9  	4.5964e-05	4.5964e-05
20    	4.5948e-05	4.5948e-05
20.1  	4.5932e-05	4.5932e-05
20.2  	4.5916e-05	4.5916e-05
20.3  	4.5901e-05	4.5901e-05
20.4  	4.5885e-05	4.5885e-05
20.5  	4.5869e-05	4.5869e-05
20.6  	4.5854e-05	4.5854e-05
20.7  	4.5838e-05	4.5838e-05
20.8  	4.5822e-05	4.5822e-05
20.9  	4.5807e-05	4.5807e-05
21    	4.5791e-05	4.5791e-05
21.1  	4.5775e-05	4.5775e-05
21.2  	4.576e-05	4.576e-05
21.3  	4.5744e-05	4.5744e-05
21.4  	4.5729e-05	4.5729e-05
21.5  	4.5713e-05	4.5713e-05
21.6  	4.5697e-05	4.5697e-05
21.7  	4.5682e-05	4.5682e-05
21.8  	4.5666e-05	4.5666e-05
21.9  	4.5651e-05	4.5651e-05
22    	4.5635e-05	4.5635e-05
22.1  	4.562e-05	4.562e-05
22.2  	4.5604e-05	4.5604e-05
22.3  	4.5589e-05	4.5589e-05
22.4  	4.5573e-05	4.5573e-05
22.5  	4.5558e-05	4.5558e-05
22.6  	4.5542e-05	4.5542e-05
22.7  	4.5527e-05	4.5527e-05
22.8  	4.5511e-05	4.5511e-05
22.9  	4.5496e-05	4.5496e-05
23    	4.548e-05	4.548e-05
23.1  	4.5465e-05	4.5465e-05
23.2  	4.545e-05	4.545e-05
23.3  	4.5434e-05	4.5434e-05
23.4  	4.5419e-05	4.5419e-05
23.5  	4.5404e-05	4.5404e-05
23.6  	4.5388e-05	4.5388e-05
23.7  	4.5373e-05	4.5373e-05
23.8  	4.5358e-05	4.5358e-05
23.9  	4.5342e-05	4.5342e-05
24    	4.5327e-05	4.5327e-05
24.1  	4.5312e-05	4.5312e-05
24.2  	4.5296e-05	4.5296e-05
24.3  	4.5281e-05	4.5281e-05
24.4  	4.5266e-05	4.5266e-05
24.5  	4.5251e-05	4.5251e-05
24.6  	4.5235e-05	4.5235e-05
24.7  	4.522e-05	4.522e-05
24.8  	4.5205e-05	4.5205e-05
24.9  	4.519e-05	4.519e-05
25    	4.5174e-05	4.5174e-05
25.1  	4.5159e-05	4.5159e-05
25.2  	4.5144e-05	4.5144e-05
25.3  	4.5129e-05	4.5129e-05
25.4  	4.5114e-05	4.5114e-05
25.5  	4.5099e-05	4.5099e-05
25.6  	4.5083e-05	4.5083e-05
25.7  	4.5068e-05	4.5068e-05
25.8  	4.5053e-05	4.5053e-05
25.9  	4.5038e-05	4.5038e-05
26    	4.5023e-05	4.5023e-05
26.1  	4.5008e-05	4.5008e-05
26.2  	4.4993e-05	4.4993e-05
26.3  	4.4978e-05	4.4978e-05
26.4  	4.4963e-05	4.4963e-05
26.5  	4.4948e-05	4.4948e-05
26.6  	4.4933e-05	4.4933e-05
26.7  	4.4918e-05	4.4918e-05
26.8  	4.4903e-05	4.4903e-05
26.9  	4.4888e-05	4.4888e-05
27    	4.4873e-05	4.4873e-05
27.1  	4.4858e-05	4.4858e-05
27.2  	4.4843e-05	4.4843e-05
27.3  	4.4828e-05	4.4828e-05
27.4  	4.4813e-05	4.4813e-05
27.5  	4.4798e-05	4.4798e-05
27.6  	4.4783e-05	4.4783e-05
27.7  	4.4768e-05	4.4768e-05
27.8  	4.4753e-05	4.4753e-05
27.9  	4.4738e-05	4.4738e-05
28    	4.4723e-05	4.4723e-05
28.1  	4.4708e-05	4.4708e-05
28.2  	4.4693e-05	4.4693e-05
28.3  	4.4679e-05	4.4679e-05
28.4  	4.4664e-05	4.4664e-05
28.5  	4.4649e-05	4.4649e-05
28.6  	4.4634e-05	4.4634e-05
28.7  	4.4619e-05	4.4619e-05
28.8  	4.4605e-05	4.4605e-05
28.9  	4.459e-05	4.459e-05
29    	4.4575e-05	4.4575e-05
29.1  	4.456e-05	4.456e-05
29.2  	4.4545e-05	4.4545e-05
29.3  	4.4531e-05	4.4531e-05
29.4  	4.4516e-05	4.4516e-05
29.5  	4.4501e-05	4.4501e-05
29.6  	4.4486e-05	4.4486e-05
29.7  	4.4472e-05	4.4472e-05
29.8  	4.4457e-05	4.4457e-05
29.9  	4.4442e-05	4.4442e-05
30    	4.4428e-05	4.4428e-05
30.1  	4.4413e-05	4.4413e-05
30.2  	4.4398e-05	4.4398e-05
30.3  	4.4384e-05	4.4384e-05
30.4  	4.4369e-05	4.4369e-05
30.5  	4.4354e-05	4.4354e-05
30.6  	4.434e-05	4.434e-05
30.7  	4.4325e-05	4.4325e-05
30.8  	4.4311e-05	4.4311e-05
30.9  	4.4296e-05	4.4296e-05
31    	4.4281e-05	4.4281e-05
31.1  	4.4267e-05	4.4267e-05
31.2  	4.4252e-05	4.4252e-05
31.3  	4.4238e-05	4.4238e-05
31.4  	4.4223e-05	4.4223e-05
31.5  	4.4209e-05	4.4209e-05
31.6  	4.4194e-05	4.4194e-05
31.7  	4.418e-05	4.418e-05
31.8  	4.4165e-05	4.4165e-05
31.9  	4.4151e-05	4.4151e-05
32    	4.4136e-05	4.4136e-05
32.1  	4.4122e-05	4.4122e-05
32.2  	4.4107e-05	4.4107e-05
32.3  	4.4093e-05	4.4093e-05
32.4  	4.4078e-05	4.4078e-05
32.5  	4.4064e-05	4.4064e-05
32.6  	4.405e-05	4.405e-05
32.7  	4.4035e-05	4.4035e-05
32.8  	4.4021e-05	4.4021e-05
32.9  	4.4006e-05	4.4006e-05
33    	4.3992e-05	4.3992e-05
33.1  	4.3978e-05	4.3978e-05
33.2  	4.3963e-05	4.3963e-05
33.3  	4.3949e-05	4.3949e-05
33.4  	4.3935e-05	4.3935e-05
33.5  	4.392e-05	4.392e-05
33.6  	4.3906e-05	4.3906e-05
33.7  	4.3892e-05	4.3892e-05
33.8  	4.3877e-05	4.3877e-05
33.9  	4.3863e-05	4.3863e-05
34    	4.3849e-05	4.3849e-05
34.1  	4.3835e-05	4.3835e-05
34.2  	4.382e-05	4.382e-05
34.3  	4.3806e-05	4.3806e-05
34.4  	4.3792e-05	4.3792e-05
34.5  	4.3778e-05	4.3778e-05
34.6  	4.3763e-05	4.3763e-05
34.7  	4.3749e-05	4.3749e-05
34.8  	4.3735e-05	4.3735e-05
34.9  	4.3721e-05	4.3721e-05
35    	4.3707e-05	4.3707e-05
35.1  	4.3692e-05	4.3692e-05
35.2  	4.3678e-05	4.3678e-05
35.3  	4.3664e-05	4.3664e-05
35.4  	4.365e-05	4.365e-05
35.5  	4.3636e-05	4.3636e-05
35.6  	4.3622e-05	4.3622e-05
35.7  	4.3608e-05	4.3608e-05
35.8  	4.3594e-05	4.3594e-05
35.9  	4.3579e-05	4.3579e-05
36    	4.3565e-05	4.3565e-05
36.1  	4.3551e-05	4.3551e-05
36.2  	4.3537e-05	4.3537e-05
36.3  	4.3523e-05	4.3523e-05
36.4  	4.3509e-05	4.3509e-05
36.5  	4.3495e-05	4.3495e-05
36.6  	4.3481e-05	4.3481e-05
36.7  	4.3467e-05	4.3467e-05
36.8  	4.3453e-05	4.3453e-05
36.9  	4.3439e-05	4.3439e-05
37    	4.3425e-05	4.3425e-05
37.1  	4.3411e-05	4.3411e-05
37.2  	4.3397e-05	4.3397e-05
37.3  	4.3383e-05	4.3383e-05
37.4  	4.3369e-05	4.3369e-05
37.5  	4.3355e-05	4.3355e-05
37.6  	4.3341e-05	4.3341e-05
37.7  	4.3327e-05	4.3327e-05
37.8  	4.3314e-05	4.3314e-05
37.9  	4.33e-05	4.33e-05
38    	4.3286e-05	4.3286e-05
38.1  	4.3272e-05	4.3272e-05
38.2  	4.3258e-05	4.3258e-05
38.3  	4.3244e-05	4.3244e-05
38.4  	4.323e-05	4.323e-05
38.5  	4.3216e-05	4.3216e-05
38.6  	4.3203e-05	4.3203e-05
38.7  	4.3189e-05	4.3189e-05
38.8  	4.3175e-05	4.3175e-05
38.9  	4.3161e-05	4.3161e-05
39    	4.3147e-05	4.3147e-05
39.1  	4.3134e-05	4.3134e-05
39.2  	4.312e-05	4.312e-05
39.3  	4.3106e-05	4.3106e-05
39.4  	4.3092e-05	4.3092e-05
39.5  	4.3079e-05	4.3079e-05
39.6  	4.3065e-05	4.3065e-05
39.7  	4.3051e-05	4.3051e-05
39.8  	4.3037e-05	4.3037e-05
39.9  	4.3024e-05	4.3024e-05
40    	4.301e-05	4.301e-05
40.1  	4.2996e-05	4.2996e-05
40.2  	4.2983e-05	4.2983e-05
40.3  	4.2969e-05	4.2969e-05
40.4  	4.2955e-05	4.2955e-05
40.5  	4.2942e-05	4.2942e-05
40.6  	4.2928e-05	4.2928e-05
40.7  	4.2914e-05	4.2914e-05
40.8  	4.2901e-05	4.2901e-05
40.9  	4.2887e-05	4.2887e-05
41    	4.2874e-05	4.2874e-05
41.1  	4.286e-05	4.286e-05
41.2  	4.2846e-05	4.2846e-05
41.3  	4.2833e-05	4.2833e-05
41.4  	4.2819e-05	4.2819e-05
41.5  	4.2806e-05	4.2806e-05
41.6  	4.2792e-05	4.2792e-05
