
SWEPT_VAR_1 = 85.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.7   
3.6     	-71.33  
4       	-71.92  
4.4     	-72.49  
4.8     	-73.03  
5.2     	-73.53  
5.6     	-74.01  
6       	-74.46  
6.4     	-74.88  
6.8     	-75.29  
7.2     	-75.68  
7.6     	-76.05  
8       	-76.41  
8.4     	-76.74  
8.8     	-77.05  
9.2     	-77.34  
9.6     	-77.62  
10      	-77.88  
10.4    	-78.13  
10.8    	-78.36  
11.2    	-78.59  
11.6    	-78.81  
12      	-79.01  
12.4    	-79.21  
12.8    	-79.41  
13.2    	-79.59  
13.6    	-79.77  
14      	-79.94  
14.4    	-80.1   
14.8    	-80.26  
15.2    	-80.41  
15.6    	-80.55  
16      	-80.68  
16.4    	-80.8   
16.8    	-80.92  
17.2    	-81.03  
17.6    	-81.14  
18      	-81.24  
18.4    	-81.33  
18.8    	-81.42  
19.2    	-81.5   
19.6    	-81.57  
20      	-81.63  
20.4    	-81.67  
20.8    	-81.72  
21.2    	-81.75  
21.6    	-81.79  
22      	-81.81  
22.4    	-81.84  
22.8    	-81.86  
23.2    	-81.87  
23.6    	-81.89  
24      	-81.9   
24.4    	-81.91  
24.8    	-81.91  
25.2    	-81.91  
25.6    	-81.9   
26      	-81.88  
26.4    	-81.86  
26.8    	-81.84  
27.2    	-81.83  
27.6    	-81.81  
28      	-81.8   
28.4    	-81.78  
28.8    	-81.77  
29.2    	-81.73  
29.6    	-81.54  
30      	-80.97  
30.4    	-79.49  
30.8    	-74.18  
31.2    	-54.2   
31.6    	30.4    
32      	41.39   
32.4    	27.67   
32.8    	10.18   
33.2    	-7.592  
33.6    	-25.72  
34      	-44.46  
34.4    	-59.52  
34.8    	-68.61  
35.2    	-73.69  
35.6    	-76.54  
36      	-78.2   
36.4    	-79.2   
36.8    	-79.85  
37.2    	-80.28  
37.6    	-80.58  
38      	-80.81  
38.4    	-80.98  
38.8    	-81.11  
39.2    	-81.22  
39.6    	-81.3   
40      	-81.37  
40.4    	-81.43  
40.8    	-81.47  
41.2    	-81.5   
41.6    	-81.53  
42      	-81.54  
42.4    	-81.55  
42.8    	-81.55  
43.2    	-81.55  
43.6    	-81.55  
44      	-81.54  
44.4    	-81.54  
44.8    	-81.54  
45.2    	-81.54  
45.6    	-81.53  
46      	-81.53  
46.4    	-81.53  
46.8    	-81.53  
47.2    	-81.53  
47.6    	-81.53  
48      	-81.53  
48.4    	-81.54  
48.8    	-81.54  
49.2    	-81.55  
49.6    	-81.56  
50      	-81.56  
50.4    	-81.57  
50.8    	-81.57  
51.2    	-81.58  
51.6    	-81.58  
52      	-81.57  
52.4    	-81.57  
52.8    	-81.57  
53.2    	-81.57  
53.6    	-81.57  
54      	-81.58  
54.4    	-81.59  
54.8    	-81.61  
55.2    	-81.62  
55.6    	-81.64  
56      	-81.65  
56.4    	-81.66  
56.8    	-81.67  
57.2    	-81.68  
57.6    	-81.68  
58      	-81.68  
58.4    	-81.68  
58.8    	-81.68  
59.2    	-81.68  
59.6    	-81.69  
60      	-81.69  
60.4    	-81.69  
60.8    	-81.68  
61.2    	-81.66  
61.6    	-81.63  
62      	-81.61  
62.4    	-81.58  
62.8    	-81.55  
63.2    	-81.53  
63.6    	-81.5   
64      	-81.46  
64.4    	-81.43  
64.8    	-81.39  
65.2    	-81.36  
65.6    	-81.33  
66      	-81.3   
66.4    	-81.28  
66.8    	-81.27  
67.2    	-81.26  
67.6    	-81.25  
68      	-81.25  
68.4    	-81.26  
68.8    	-81.27  
69.2    	-81.27  
69.6    	-81.28  
70      	-81.29  
70.4    	-81.3   
70.8    	-81.31  
71.2    	-81.32  
71.6    	-81.34  
72      	-81.36  
72.4    	-81.38  
72.8    	-81.39  
73.2    	-81.41  
73.6    	-81.42  
74      	-81.43  
74.4    	-81.44  
74.8    	-81.45  
75.2    	-81.46  
75.6    	-81.47  
