
SWEPT_VAR_1 = 75.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.7   
3.6     	-71.32  
4       	-71.91  
4.4     	-72.46  
4.8     	-72.97  
5.2     	-73.44  
5.6     	-73.88  
6       	-74.29  
6.4     	-74.68  
6.8     	-75.03  
7.2     	-75.36  
7.6     	-75.67  
8       	-75.96  
8.4     	-76.22  
8.8     	-76.46  
9.2     	-76.68  
9.6     	-76.89  
10      	-77.08  
10.4    	-77.27  
10.8    	-77.43  
11.2    	-77.59  
11.6    	-77.74  
12      	-77.88  
12.4    	-78     
12.8    	-78.11  
13.2    	-78.22  
13.6    	-78.32  
14      	-78.42  
14.4    	-78.52  
14.8    	-78.62  
15.2    	-78.71  
15.6    	-78.81  
16      	-78.9   
16.4    	-79     
16.8    	-79.1   
17.2    	-79.2   
17.6    	-79.29  
18      	-79.39  
18.4    	-79.49  
18.8    	-79.57  
19.2    	-79.66  
19.6    	-79.73  
20      	-79.8   
20.4    	-79.87  
20.8    	-79.94  
21.2    	-80.01  
21.6    	-80.08  
22      	-80.15  
22.4    	-80.21  
22.8    	-80.27  
23.2    	-80.33  
23.6    	-80.39  
24      	-80.44  
24.4    	-80.49  
24.8    	-80.54  
25.2    	-80.57  
25.6    	-80.6   
26      	-80.63  
26.4    	-80.65  
26.8    	-80.66  
27.2    	-80.68  
27.6    	-80.69  
28      	-80.7   
28.4    	-80.71  
28.8    	-80.73  
29.2    	-80.74  
29.6    	-80.75  
30      	-80.75  
30.4    	-80.74  
30.8    	-80.73  
31.2    	-80.72  
31.6    	-80.7   
32      	-80.68  
32.4    	-80.66  
32.8    	-80.64  
33.2    	-80.63  
33.6    	-80.63  
34      	-80.62  
34.4    	-80.63  
34.8    	-80.63  
35.2    	-80.64  
35.6    	-80.64  
36      	-80.63  
36.4    	-80.62  
36.8    	-80.61  
37.2    	-80.6   
37.6    	-80.59  
38      	-80.58  
38.4    	-80.57  
38.8    	-80.56  
39.2    	-80.56  
39.6    	-80.55  
40      	-80.54  
40.4    	-80.52  
40.8    	-80.51  
41.2    	-80.49  
41.6    	-80.46  
42      	-80.43  
42.4    	-80.39  
42.8    	-80.36  
43.2    	-80.33  
43.6    	-80.3   
44      	-80.27  
44.4    	-80.24  
44.8    	-80.21  
45.2    	-80.19  
45.6    	-80.16  
46      	-80.14  
46.4    	-80.12  
46.8    	-80.1   
47.2    	-80.08  
47.6    	-80.06  
48      	-80.03  
48.4    	-80     
48.8    	-79.96  
49.2    	-79.85  
49.6    	-79.48  
50      	-78.38  
50.4    	-74.13  
50.8    	-57.06  
51.2    	21.38   
51.6    	42.2    
52      	29.12   
52.4    	11.77   
52.8    	-6.043  
53.2    	-24.05  
53.6    	-42.89  
54      	-58.48  
54.4    	-68.03  
54.8    	-73.36  
55.2    	-76.35  
55.6    	-78.07  
56      	-79.1   
56.4    	-79.76  
56.8    	-80.19  
57.2    	-80.49  
57.6    	-80.71  
58      	-80.87  
58.4    	-80.99  
58.8    	-81.07  
59.2    	-81.14  
59.6    	-81.19  
60      	-81.23  
60.4    	-81.25  
60.8    	-81.27  
61.2    	-81.28  
61.6    	-81.28  
62      	-81.27  
62.4    	-81.25  
62.8    	-81.18  
63.2    	-80.9   
63.6    	-80.14  
64      	-77.87  
64.4    	-69.19  
64.8    	-36.79  
65.2    	42.82   
65.6    	36.84   
66      	21.01   
66.4    	3.148   
66.8    	-14.53  
67.2    	-33.19  
67.6    	-51.1   
68      	-63.72  
68.4    	-70.96  
68.8    	-74.99  
69.2    	-77.26  
69.6    	-78.6   
70      	-79.42  
70.4    	-79.95  
70.8    	-80.3   
71.2    	-80.54  
71.6    	-80.71  
72      	-80.82  
72.4    	-80.9   
72.8    	-80.96  
73.2    	-81     
73.6    	-81.03  
74      	-81.03  
74.4    	-81.03  
74.8    	-81.02  
75.2    	-80.92  
75.6    	-80.57  
76      	-79.66  
