
SWEPT_VAR_1 = 15.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.69  
3.6     	-71.29  
4       	-71.85  
4.4     	-72.35  
4.8     	-72.81  
5.2     	-73.21  
5.6     	-73.55  
6       	-73.68  
6.4     	-73.23  
6.8     	-70.06  
7.2     	-53.67  
7.6     	30.14   
8       	41.51   
8.4     	27.61   
8.8     	10.04   
9.2     	-7.768  
9.6     	-25.93  
10      	-44.77  
10.4    	-59.84  
10.8    	-68.83  
11.2    	-73.79  
11.6    	-76.54  
12      	-78.1   
12.4    	-79.01  
12.8    	-79.56  
13.2    	-79.88  
13.6    	-80.06  
14      	-80.15  
14.4    	-80.17  
14.8    	-80.12  
15.2    	-79.94  
15.6    	-79.51  
16      	-78.63  
16.4    	-75.66  
16.8    	-63.94  
17.2    	-17.77  
17.6    	43.04   
18      	32.98   
18.4    	16.34   
18.8    	-1.515  
19.2    	-19.25  
19.6    	-38.06  
20      	-54.89  
20.4    	-65.88  
20.8    	-72.07  
21.2    	-75.49  
21.6    	-77.41  
22      	-78.51  
22.4    	-79.16  
22.8    	-79.54  
23.2    	-79.76  
23.6    	-79.88  
24      	-79.92  
24.4    	-79.91  
24.8    	-79.85  
25.2    	-79.76  
25.6    	-79.65  
26      	-79.51  
26.4    	-79.37  
26.8    	-79.22  
27.2    	-79.06  
27.6    	-78.9   
28      	-78.75  
28.4    	-78.59  
28.8    	-78.44  
29.2    	-78.28  
29.6    	-78.13  
30      	-77.97  
30.4    	-77.79  
30.8    	-77.61  
31.2    	-77.42  
31.6    	-77.22  
32      	-77.04  
32.4    	-76.86  
32.8    	-76.7   
33.2    	-76.55  
33.6    	-76.42  
34      	-76.29  
34.4    	-76.18  
34.8    	-76.07  
35.2    	-75.95  
35.6    	-75.84  
36      	-75.72  
36.4    	-75.6   
36.8    	-75.47  
37.2    	-75.35  
37.6    	-75.22  
38      	-75.07  
38.4    	-74.91  
38.8    	-74.74  
39.2    	-74.56  
39.6    	-74.37  
40      	-74.17  
40.4    	-73.96  
40.8    	-73.72  
41.2    	-73.45  
41.6    	-72.87  
42      	-69.71  
42.4    	-52.79  
42.8    	32.15   
43.2    	41.26   
43.6    	27.2    
44      	9.601   
44.4    	-8.174  
44.8    	-26.32  
45.2    	-45.06  
45.6    	-59.96  
46      	-68.8   
46.4    	-73.67  
46.8    	-76.35  
47.2    	-77.86  
47.6    	-78.72  
48      	-79.21  
48.4    	-79.48  
48.8    	-79.62  
49.2    	-79.65  
49.6    	-79.63  
50      	-79.55  
50.4    	-79.43  
50.8    	-79.29  
51.2    	-79.12  
51.6    	-78.95  
52      	-78.75  
52.4    	-78.55  
52.8    	-78.34  
53.2    	-78.12  
53.6    	-77.89  
54      	-77.66  
54.4    	-77.43  
54.8    	-77.21  
55.2    	-77     
55.6    	-76.79  
56      	-76.59  
56.4    	-76.39  
56.8    	-76.2   
57.2    	-76.01  
57.6    	-75.82  
58      	-75.64  
58.4    	-75.46  
58.8    	-75.29  
59.2    	-75.13  
59.6    	-74.98  
60      	-74.85  
60.4    	-74.73  
60.8    	-74.6   
61.2    	-74.47  
61.6    	-74.35  
62      	-74.22  
62.4    	-74.09  
62.8    	-73.96  
63.2    	-73.82  
63.6    	-73.68  
64      	-73.53  
64.4    	-73.38  
64.8    	-73.22  
65.2    	-73.05  
65.6    	-72.86  
66      	-72.59  
66.4    	-71.54  
66.8    	-65.1   
67.2    	-32.33  
67.6    	43.62   
68      	35.83   
68.4    	19.58   
68.8    	1.648   
69.2    	-16.02  
69.6    	-34.76  
70      	-52.43  
70.4    	-64.51  
70.8    	-71.32  
71.2    	-75.06  
71.6    	-77.14  
72      	-78.32  
72.4    	-79.01  
72.8    	-79.41  
73.2    	-79.63  
73.6    	-79.73  
74      	-79.74  
74.4    	-79.71  
74.8    	-79.63  
75.2    	-79.52  
75.6    	-79.38  
76      	-79.21  
76.4    	-79.03  
