
SWEPT_VAR_1 = 25.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
76.8    	42.81   
77.2    	30.88   
77.6    	13.8    
78      	-4.05   
78.4    	-21.92  
78.8    	-40.78  
79.2    	-56.94  
79.6    	-67.09  
80      	-72.77  
80.4    	-75.91  
80.8    	-77.7   
81.2    	-78.74  
81.6    	-79.37  
82      	-79.76  
82.4    	-79.99  
82.8    	-80.13  
83.2    	-80.2   
83.6    	-80.24  
84      	-80.23  
84.4    	-80.2   
84.8    	-80.13  
85.2    	-80.03  
85.6    	-79.89  
86      	-79.69  
86.4    	-79.32  
86.8    	-78.59  
87.2    	-76.31  
87.6    	-66.98  
88      	-30.36  
88.4    	43.3    
88.8    	35.35   
89.2    	19.15   
89.6    	1.267   
90      	-16.41  
90.4    	-35.15  
90.8    	-52.67  
91.2    	-64.62  
91.6    	-71.41  
92      	-75.17  
92.4    	-77.29  
92.8    	-78.52  
93.2    	-79.26  
93.6    	-79.72  
94      	-80     
94.4    	-80.18  
94.8    	-80.28  
95.2    	-80.33  
95.6    	-80.35  
96      	-80.34  
96.4    	-80.31  
96.8    	-80.26  
97.2    	-80.19  
97.6    	-80.09  
98      	-79.98  
98.4    	-79.85  
98.8    	-79.71  
99.2    	-79.57  
99.6    	-79.42  
100     	-79.27  
100.4   	-79.13  
100.8   	-78.99  
101.2   	-78.86  
101.6   	-78.74  
102     	-78.63  
102.4   	-78.52  
102.8   	-78.42  
103.2   	-78.3   
103.6   	-78.18  
104     	-78.05  
104.4   	-77.91  
104.8   	-77.75  
105.2   	-77.57  
105.6   	-77.28  
106     	-76.64  
106.4   	-74.27  
106.8   	-63.48  
107.2   	-15.9   
107.6   	43.68   
108     	33.2    
108.4   	16.42   
108.8   	-1.478  
109.2   	-19.22  
109.6   	-38.09  
110     	-55     
110.4   	-66.01  
110.8   	-72.19  
111.2   	-75.6   
111.6   	-77.53  
112     	-78.65  
112.4   	-79.32  
112.8   	-79.72  
113.2   	-79.96  
113.6   	-80.09  
114     	-80.15  
114.4   	-80.16  
114.8   	-80.12  
115.2   	-80.06  
115.6   	-79.97  
116     	-79.86  
116.4   	-79.75  
116.8   	-79.62  
117.2   	-79.49  
117.6   	-79.36  
118     	-79.21  
118.4   	-79.06  
118.8   	-78.9   
119.2   	-78.72  
119.6   	-78.53  
120     	-78.29  
120.4   	-77.89  
120.8   	-77.03  
121.2   	-73.73  
121.6   	-59.29  
122     	9.364   
122.4   	42.83   
122.8   	30.47   
123.2   	13.27   
123.6   	-4.581  
124     	-22.49  
124.4   	-41.38  
124.8   	-57.42  
125.2   	-67.39  
125.6   	-72.95  
126     	-76.04  
126.4   	-77.79  
126.8   	-78.82  
127.2   	-79.44  
127.6   	-79.82  
128     	-80.06  
128.4   	-80.2   
128.8   	-80.29  
129.2   	-80.33  
129.6   	-80.33  
130     	-80.31  
130.4   	-80.27  
130.8   	-80.19  
131.2   	-80.04  
131.6   	-79.77  
132     	-79.22  
132.4   	-77.89  
132.8   	-72.71  
133.2   	-52.2   
133.6   	33.4    
134     	40.72   
134.4   	26.68   
134.8   	9.119   
135.2   	-8.626  
135.6   	-26.82  
136     	-45.48  
136.4   	-60.19  
136.8   	-68.96  
137.2   	-73.83  
137.6   	-76.56  
138     	-78.13  
138.4   	-79.07  
138.8   	-79.66  
139.2   	-80.03  
139.6   	-80.27  
140     	-80.43  
140.4   	-80.54  
140.8   	-80.6   
141.2   	-80.63  
141.6   	-80.62  
142     	-80.59  
142.4   	-80.55  
142.8   	-80.5   
143.2   	-80.44  
143.6   	-80.37  
144     	-80.27  
144.4   	-80.03  
144.8   	-79.37  
145.2   	-77.33  
145.6   	-69.22  
146     	-38.22  
146.4   	42.55   
146.8   	37.12   
147.2   	21.4    
147.6   	3.54    
148     	-14.14  
148.4   	-32.78  
148.8   	-50.75  
149.2   	-63.5   
149.6   	-70.81  
150     	-74.86  
150.4   	-77.15  
150.8   	-78.48  
151.2   	-79.28  
151.6   	-79.79  
152     	-80.12  
152.4   	-80.34  
152.8   	-80.47  
153.2   	-80.55  
153.6   	-80.59  
154     	-80.6   
154.4   	-80.58  
154.8   	-80.53  
155.2   	-80.48  
155.6   	-80.4   
156     	-80.32  
156.4   	-80.21  
156.8   	-79.91  
157.2   	-79.12  
157.6   	-76.46  
158     	-65.91  
158.4   	-24.79  
158.8   	43.55   
159.2   	34.44   
159.6   	18      
160     	0.09942 
160.4   	-17.63  
160.8   	-36.45  
161.2   	-53.73  
161.6   	-65.27  
162     	-71.79  
162.4   	-75.42  
162.8   	-77.46  
163.2   	-78.66  
163.6   	-79.38  
164     	-79.83  
164.4   	-80.1   
164.8   	-80.27  
165.2   	-80.37  
165.6   	-80.41  
166     	-80.4   
166.4   	-80.25  
166.8   	-79.83  
167.2   	-78.95  
167.6   	-76.04  
168     	-64.65  
168.4   	-20.48  
168.8   	43.15   
169.2   	33.46   
169.6   	16.89   
170     	-0.9773 
170.4   	-18.71  
170.8   	-37.52  
171.2   	-54.5   
171.6   	-65.66  
172     	-71.97  
172.4   	-75.46  
172.8   	-77.43  
173.2   	-78.58  
173.6   	-79.26  
174     	-79.68  
174.4   	-79.93  
174.8   	-80.08  
175.2   	-80.15  
175.6   	-80.17  
176     	-80.15  
176.4   	-80.09  
176.8   	-80.02  
177.2   	-79.93  
177.6   	-79.81  
178     	-79.58  
178.4   	-79.07  
178.8   	-77.74  
179.2   	-72.45  
179.6   	-51.46  
180     	34.46   
180.4   	40.51   
180.8   	26.34   
181.2   	8.75    
181.6   	-8.99   
182     	-27.22  
182.4   	-45.85  
182.8   	-60.44  
183.2   	-69.09  
183.6   	-73.9   
184     	-76.58  
184.4   	-78.12  
184.8   	-79.03  
185.2   	-79.58  
185.6   	-79.93  
186     	-80.15  
186.4   	-80.27  
186.8   	-80.34  
187.2   	-80.36  
187.6   	-80.36  
188     	-80.32  
188.4   	-80.21  
188.8   	-79.91  
189.2   	-79.21  
189.6   	-77.06  
190     	-68.58  
190.4   	-36.4   
190.8   	42.56   
191.2   	36.5    
191.6   	20.67   
192     	2.825   
192.4   	-14.84  
192.8   	-33.49  
193.2   	-51.31  
193.6   	-63.81  
194     	-70.96  
194.4   	-74.93  
194.8   	-77.16  
195.2   	-78.45  
195.6   	-79.23  
196     	-79.71  
196.4   	-80.01  
196.8   	-80.19  
197.2   	-80.29  
197.6   	-80.34  
198     	-80.34  
198.4   	-80.31  
198.8   	-80.22  
199.2   	-80     
199.6   	-79.54  
200     	-78.47  
200.4   	-74.56  
200.8   	-59.06  
201.2   	10.36   
201.6   	42.42   
202     	30.09   
202.4   	12.92   
202.8   	-4.897  
203.2   	-22.81  
203.6   	-41.64  
204     	-57.55  
204.4   	-67.44  
204.8   	-72.96  
205.2   	-76.03  
205.6   	-77.77  
206     	-78.79  
206.4   	-79.4   
206.8   	-79.78  
207.2   	-80.01  
207.6   	-80.14  
208     	-80.21  
208.4   	-80.23  
208.8   	-80.2   
209.2   	-80.14  
209.6   	-80.04  
210     	-79.84  
210.4   	-79.42  
210.8   	-78.45  
211.2   	-74.96  
211.6   	-60.93  
212     	-0.2752 
212.4   	42.84   
212.8   	31.18   
213.2   	14.16   
213.6   	-3.686  
214     	-21.53  
214.4   	-40.38  
214.8   	-56.65  
215.2   	-66.92  
215.6   	-72.67  
216     	-75.86  
216.4   	-77.67  
216.8   	-78.73  
217.2   	-79.37  
217.6   	-79.76  
218     	-80     
218.4   	-80.12  
218.8   	-80.17  
219.2   	-80.15  
219.6   	-80.08  
220     	-79.96  
220.4   	-79.76  
220.8   	-79.33  
221.2   	-78.32  
221.6   	-74.61  
222     	-59.76  
222.4   	5.968   
222.8   	42.54   
223.2   	30.48   
223.6   	13.38   
224     	-4.454  
224.4   	-22.35  
224.8   	-41.19  
225.2   	-57.23  
225.6   	-67.26  
226     	-72.87  
226.4   	-75.99  
226.8   	-77.77  
227.2   	-78.8   
227.6   	-79.42  
228     	-79.8   
228.4   	-80.03  
228.8   	-80.17  
229.2   	-80.25  
229.6   	-80.28  
230     	-80.27  
230.4   	-80.21  
230.8   	-80.08  
231.2   	-79.76  
231.6   	-79.02  
232     	-76.61  
232.4   	-67.12  
232.8   	-30.83  
233.2   	43.06   
233.6   	35.3    
234     	19.14   
234.4   	1.275   
234.8   	-16.4   
235.2   	-35.13  
235.6   	-52.63  
236     	-64.58  
236.4   	-71.38  
236.8   	-75.14  
237.2   	-77.26  
237.6   	-78.48  
238     	-79.21  
238.4   	-79.65  
238.8   	-79.91  
239.2   	-80.06  
239.6   	-80.13  
240     	-80.15  
240.4   	-80.12  
240.8   	-80.05  
241.2   	-79.91  
241.6   	-79.67  
242     	-79.22  
242.4   	-78.37  
242.8   	-75.55  
243.2   	-64.06  
243.6   	-17.72  
244     	43.29   
244.4   	33.18   
244.8   	16.51   
245.2   	-1.364  
245.6   	-19.11  
246     	-37.95  
246.4   	-54.85  
246.8   	-65.9   
247.2   	-72.12  
247.6   	-75.58  
248     	-77.54  
248.4   	-78.69  
248.8   	-79.39  
249.2   	-79.83  
249.6   	-80.12  
250     	-80.3   
250.4   	-80.4   
250.8   	-80.45  
251.2   	-80.46  
251.6   	-80.43  
252     	-80.33  
252.4   	-80.1   
252.8   	-79.57  
253.2   	-78.2   
253.6   	-72.95  
254     	-52.59  
254.4   	32.47   
254.8   	40.72   
255.2   	26.79   
255.6   	9.259   
256     	-8.48   
256.4   	-26.65  
256.8   	-45.3   
257.2   	-60.05  
257.6   	-68.86  
258     	-73.76  
258.4   	-76.49  
258.8   	-78.06  
259.2   	-79     
259.6   	-79.58  
260     	-79.94  
260.4   	-80.16  
260.8   	-80.31  
261.2   	-80.4   
261.6   	-80.44  
262     	-80.45  
262.4   	-80.44  
262.8   	-80.4   
263.2   	-80.34  
263.6   	-80.26  
264     	-80.14  
264.4   	-79.92  
264.8   	-79.4   
265.2   	-78.01  
265.6   	-72.54  
266     	-51.09  
266.4   	35.12   
266.8   	40.46   
267.2   	26.2    
267.6   	8.599   
268     	-9.134  
268.4   	-27.36  
268.8   	-45.97  
269.2   	-60.5   
269.6   	-69.11  
270     	-73.9   
270.4   	-76.57  
270.8   	-78.1   
271.2   	-79.01  
271.6   	-79.58  
272     	-79.93  
272.4   	-80.16  
272.8   	-80.29  
273.2   	-80.37  
273.6   	-80.41  
274     	-80.42  
274.4   	-80.41  
274.8   	-80.35  
275.2   	-80.18  
275.6   	-79.73  
276     	-78.64  
276.4   	-74.67  
276.8   	-59.03  
277.2   	10.94   
277.6   	42.45   
278     	30.08   
278.4   	12.9    
278.8   	-4.928  
279.2   	-22.86  
279.6   	-41.7   
280     	-57.6   
280.4   	-67.48  
280.8   	-73     
281.2   	-76.06  
281.6   	-77.81  
282     	-78.84  
282.4   	-79.46  
282.8   	-79.85  
283.2   	-80.08  
283.6   	-80.22  
284     	-80.29  
284.4   	-80.31  
284.8   	-80.3   
285.2   	-80.24  
285.6   	-80.14  
286     	-79.95  
286.4   	-79.53  
286.8   	-78.58  
287.2   	-75.21  
287.6   	-61.73  
288     	-4.794  
288.4   	42.97   
288.8   	31.63   
289.2   	14.69   
289.6   	-3.159  
290     	-20.97  
290.4   	-39.82  
290.8   	-56.23  
291.2   	-66.68  
291.6   	-72.55  
292     	-75.8   
292.4   	-77.65  
292.8   	-78.74  
293.2   	-79.4   
293.6   	-79.82  
294     	-80.08  
294.4   	-80.25  
294.8   	-80.35  
295.2   	-80.41  
295.6   	-80.42  
296     	-80.4   
296.4   	-80.31  
296.8   	-80.03  
297.2   	-79.42  
297.6   	-77.77  
298     	-71.33  
298.4   	-46.71  
298.8   	38.89   
299.2   	39.04   
299.6   	24.18   
300     	6.473   
300.4   	-11.19  
300.8   	-29.57  
301.2   	-47.93  
301.6   	-61.73  
302     	-69.81  
302.4   	-74.3   
302.8   	-76.82  
303.2   	-78.27  
303.6   	-79.15  
304     	-79.7   
304.4   	-80.05  
304.8   	-80.27  
305.2   	-80.4   
305.6   	-80.48  
306     	-80.5   
306.4   	-80.45  
306.8   	-80.23  
307.2   	-79.68  
307.6   	-78.22  
308     	-72.64  
308.4   	-51.38  
308.8   	34.08   
309.2   	40.3    
309.6   	26.18   
310     	8.609   
310.4   	-9.112  
310.8   	-27.33  
311.2   	-45.91  
311.6   	-60.43  
312     	-69.06  
312.4   	-73.86  
312.8   	-76.54  
313.2   	-78.09  
313.6   	-79.01  
314     	-79.57  
314.4   	-79.92  
314.8   	-80.13  
315.2   	-80.25  
315.6   	-80.31  
316     	-80.3   
316.4   	-80.22  
316.8   	-79.99  
317.2   	-79.49  
317.6   	-78.33  
318     	-74.06  
318.4   	-57.29  
318.8   	18.35   
319.2   	41.88   
319.6   	29.06   
320     	11.78   
320.4   	-6.002  
320.8   	-23.98  
321.2   	-42.75  
321.6   	-58.31  
322     	-67.87  
322.4   	-73.2   
322.8   	-76.18  
323.2   	-77.87  
323.6   	-78.88  
324     	-79.48  
324.4   	-79.86  
324.8   	-80.09  
325.2   	-80.22  
325.6   	-80.29  
326     	-80.3   
326.4   	-80.27  
326.8   	-80.18  
327.2   	-79.98  
327.6   	-79.51  
328     	-78.39  
328.4   	-74.21  
328.8   	-57.75  
329.2   	16.68   
329.6   	42.06   
330     	29.35   
330.4   	12.09   
330.8   	-5.71   
331.2   	-23.68  
331.6   	-42.48  
332     	-58.13  
332.4   	-67.77  
332.8   	-73.15  
333.2   	-76.15  
333.6   	-77.85  
334     	-78.86  
334.4   	-79.47  
334.8   	-79.85  
335.2   	-80.09  
335.6   	-80.24  
336     	-80.32  
336.4   	-80.36  
336.8   	-80.35  
337.2   	-80.31  
337.6   	-80.21  
338     	-80.01  
338.4   	-79.56  
338.8   	-78.57  
339.2   	-75.06  
339.6   	-61.08  
340     	-0.9472 
340.4   	42.87   
340.8   	31.25   
341.2   	14.24   
341.6   	-3.601  
342     	-21.44  
342.4   	-40.29  
342.8   	-56.58  
343.2   	-66.88  
343.6   	-72.66  
344     	-75.87  
344.4   	-77.69  
344.8   	-78.75  
345.2   	-79.4   
345.6   	-79.79  
346     	-80.02  
346.4   	-80.14  
346.8   	-80.18  
347.2   	-80.17  
347.6   	-80.11  
348     	-79.99  
348.4   	-79.72  
348.8   	-79.21  
349.2   	-78.22  
349.6   	-74.73  
350     	-60.62  
350.4   	0.9122  
350.8   	42.72   
351.2   	30.98   
351.6   	13.95   
352     	-3.889  
352.4   	-21.74  
352.8   	-40.58  
353.2   	-56.78  
353.6   	-66.99  
354     	-72.71  
354.4   	-75.89  
354.8   	-77.69  
355.2   	-78.75  
355.6   	-79.39  
356     	-79.78  
356.4   	-80.03  
356.8   	-80.17  
357.2   	-80.24  
357.6   	-80.25  
358     	-80.21  
358.4   	-80.14  
358.8   	-79.97  
359.2   	-79.58  
359.6   	-78.71  
360     	-75.76  
360.4   	-64.03  
360.8   	-17.37  
361.2   	43.22   
361.6   	33.09   
362     	16.42   
362.4   	-1.448  
362.8   	-19.19  
363.2   	-38.01  
363.6   	-54.87  
364     	-65.88  
364.4   	-72.09  
364.8   	-75.52  
365.2   	-77.46  
365.6   	-78.59  
366     	-79.26  
366.4   	-79.68  
366.8   	-79.94  
367.2   	-80.08  
367.6   	-80.15  
368     	-80.15  
368.4   	-80.09  
368.8   	-79.97  
369.2   	-79.74  
369.6   	-79.26  
370     	-78.26  
370.4   	-74.65  
370.8   	-60.14  
371.2   	3.658   
371.6   	42.61   
372     	30.7    
372.4   	13.63   
372.8   	-4.205  
373.2   	-22.08  
373.6   	-40.92  
374     	-57.02  
374.4   	-67.13  
374.8   	-72.79  
375.2   	-75.92  
375.6   	-77.7   
376     	-78.75  
376.4   	-79.38  
376.8   	-79.77  
377.2   	-80.01  
377.6   	-80.15  
378     	-80.23  
378.4   	-80.25  
378.8   	-80.23  
379.2   	-80.18  
379.6   	-80.12  
380     	-80.03  
380.4   	-79.94  
380.8   	-79.83  
381.2   	-79.73  
381.6   	-79.61  
382     	-79.48  
382.4   	-79.35  
382.8   	-79.2   
383.2   	-79.04  
383.6   	-78.87  
384     	-78.67  
384.4   	-78.46  
384.8   	-78.23  
385.2   	-77.91  
385.6   	-77.3   
386     	-75.32  
386.4   	-66.58  
386.8   	-30.17  
387.2   	43.56   
387.6   	35.46   
388     	19.2    
388.4   	1.293   
388.8   	-16.39  
389.2   	-35.15  
389.6   	-52.7   
390     	-64.65  
390.4   	-71.44  
390.8   	-75.19  
391.2   	-77.29  
391.6   	-78.51  
392     	-79.25  
392.4   	-79.71  
392.8   	-79.99  
393.2   	-80.17  
393.6   	-80.28  
394     	-80.33  
394.4   	-80.36  
394.8   	-80.35  
395.2   	-80.3   
395.6   	-80.21  
396     	-80.03  
396.4   	-79.6   
396.8   	-78.63  
397.2   	-75.27  
397.6   	-61.83  
398     	-5.071  
398.4   	43.03   
398.8   	31.7    
399.2   	14.76   
399.6   	-3.091  
400     	-20.9   
400.4   	-39.74  
400.8   	-56.16  
401.2   	-66.63  
401.6   	-72.5   
402     	-75.76  
402.4   	-77.6   
402.8   	-78.68  
403.2   	-79.33  
403.6   	-79.72  
404     	-79.96  
404.4   	-80.09  
404.8   	-80.14  
405.2   	-80.14  
405.6   	-80.09  
406     	-80.01  
406.4   	-79.9   
406.8   	-79.76  
407.2   	-79.59  
407.6   	-79.39  
408     	-79.18  
408.4   	-78.94  
408.8   	-78.64  
409.2   	-78.22  
409.6   	-77.45  
410     	-74.89  
410.4   	-63.8   
410.8   	-16.79  
411.2   	43.54   
411.6   	33.23   
412     	16.51   
412.4   	-1.384  
412.8   	-19.13  
413.2   	-37.98  
413.6   	-54.9   
414     	-65.93  
414.4   	-72.14  
414.8   	-75.58  
415.2   	-77.52  
415.6   	-78.65  
416     	-79.34  
416.4   	-79.76  
416.8   	-80.02  
417.2   	-80.17  
417.6   	-80.26  
418     	-80.3   
418.4   	-80.3   
418.8   	-80.28  
419.2   	-80.22  
419.6   	-80.13  
420     	-80.01  
420.4   	-79.86  
420.8   	-79.69  
421.2   	-79.48  
421.6   	-79.14  
422     	-78.52  
422.4   	-76.83  
422.8   	-69.84  
423.2   	-42.08  
423.6   	41.6    
424     	38.05   
424.4   	22.64   
424.8   	4.82    
425.2   	-12.86  
425.6   	-31.38  
426     	-49.56  
426.4   	-62.76  
426.8   	-70.38  
427.2   	-74.6   
427.6   	-76.96  
428     	-78.32  
428.4   	-79.13  
428.8   	-79.62  
429.2   	-79.92  
429.6   	-80.09  
430     	-80.19  
430.4   	-80.24  
430.8   	-80.24  
431.2   	-80.21  
431.6   	-80.15  
432     	-80.06  
432.4   	-79.96  
432.8   	-79.84  
433.2   	-79.69  
433.6   	-79.5   
434     	-79.23  
434.4   	-78.71  
434.8   	-77.35  
435.2   	-71.84  
435.6   	-49.62  
436     	36.87   
436.4   	40.08   
436.8   	25.57   
437.2   	7.91    
437.6   	-9.808  
438     	-28.09  
438.4   	-46.65  
438.8   	-60.94  
439.2   	-69.37  
439.6   	-74.04  
440     	-76.64  
440.4   	-78.14  
440.8   	-79.03  
441.2   	-79.58  
441.6   	-79.92  
442     	-80.12  
442.4   	-80.23  
442.8   	-80.27  
443.2   	-80.25  
443.6   	-80.2   
444     	-80.1   
444.4   	-79.96  
444.8   	-79.73  
445.2   	-79.31  
445.6   	-78.39  
446     	-75.11  
446.4   	-61.83  
446.8   	-5.472  
447.2   	43.01   
447.6   	31.71   
448     	14.78   
448.4   	-3.07   
448.8   	-20.88  
449.2   	-39.72  
449.6   	-56.15  
450     	-66.63  
450.4   	-72.51  
450.8   	-75.78  
451.2   	-77.63  
451.6   	-78.72  
452     	-79.38  
452.4   	-79.78  
452.8   	-80.02  
453.2   	-80.14  
453.6   	-80.19  
454     	-80.19  
454.4   	-80.14  
454.8   	-80.06  
455.2   	-79.94  
455.6   	-79.8   
456     	-79.63  
456.4   	-79.43  
456.8   	-79.17  
457.2   	-78.8   
457.6   	-78.19  
458     	-76.64  
458.4   	-70.12  
458.8   	-43.8   
459.2   	40.9    
459.6   	38.45   
460     	23.21   
460.4   	5.423   
460.8   	-12.25  
461.2   	-30.71  
461.6   	-48.96  
462     	-62.38  
462.4   	-70.15  
462.8   	-74.45  
463.2   	-76.85  
463.6   	-78.22  
464     	-79.03  
464.4   	-79.51  
464.8   	-79.81  
465.2   	-79.98  
465.6   	-80.06  
466     	-80.09  
466.4   	-80.07  
466.8   	-80.02  
467.2   	-79.95  
467.6   	-79.87  
468     	-79.77  
468.4   	-79.66  
468.8   	-79.54  
469.2   	-79.42  
469.6   	-79.29  
470     	-79.16  
470.4   	-79.01  
470.8   	-78.87  
471.2   	-78.71  
471.6   	-78.54  
472     	-78.36  
472.4   	-78.17  
472.8   	-77.94  
473.2   	-77.61  
473.6   	-77.03  
474     	-75.31  
474.4   	-67.58  
474.8   	-35.09  
475.2   	43.16   
475.6   	36.45   
476     	20.44   
476.4   	2.557   
476.8   	-15.1   
477.2   	-33.76  
477.6   	-51.56  
478     	-63.97  
478.4   	-71.04  
478.8   	-74.94  
479.2   	-77.13  
479.6   	-78.39  
480     	-79.15  
480.4   	-79.6   
480.8   	-79.88  
481.2   	-80.04  
481.6   	-80.12  
482     	-80.13  
482.4   	-80.09  
482.8   	-80.02  
483.2   	-79.92  
483.6   	-79.8   
484     	-79.65  
484.4   	-79.49  
484.8   	-79.31  
485.2   	-79.13  
485.6   	-78.93  
486     	-78.73  
486.4   	-78.5   
486.8   	-78.22  
487.2   	-77.81  
487.6   	-77.13  
488     	-75.03  
488.4   	-65.66  
488.8   	-26.29  
489.2   	43.66   
489.6   	34.74   
490     	18.31   
490.4   	0.4014  
490.8   	-17.31  
491.2   	-36.12  
491.6   	-53.48  
492     	-65.12  
492.4   	-71.7   
492.8   	-75.34  
493.2   	-77.39  
493.6   	-78.59  
494     	-79.32  
494.4   	-79.77  
494.8   	-80.05  
495.2   	-80.21  
495.6   	-80.31  
496     	-80.35  
496.4   	-80.35  
496.8   	-80.32  
497.2   	-80.25  
497.6   	-80.11  
498     	-79.81  
498.4   	-79.22  
498.8   	-77.78  
499.2   	-72.15  
499.6   	-50.13  
500     	36.04   
500.4   	40.09   
500.8   	25.71   
501.2   	8.082   
501.6   	-9.635  
502     	-27.9   
502.4   	-46.45  
502.8   	-60.8   
503.2   	-69.28  
503.6   	-73.99  
504     	-76.61  
504.4   	-78.11  
504.8   	-79     
505.2   	-79.53  
505.6   	-79.86  
506     	-80.06  
506.4   	-80.17  
506.8   	-80.21  
507.2   	-80.2   
507.6   	-80.16  
508     	-80.07  
508.4   	-79.95  
508.8   	-79.8   
509.2   	-79.61  
509.6   	-79.36  
510     	-79     
510.4   	-78.49  
510.8   	-77.73  
511.2   	-75.39  
511.6   	-65.38  
512     	-24.27  
512.4   	43.56   
512.8   	34.33   
513.2   	17.85   
513.6   	-0.05106
514     	-17.77  
514.4   	-36.59  
514.8   	-53.84  
515.2   	-65.33  
515.6   	-71.82  
516     	-75.41  
516.4   	-77.45  
516.8   	-78.64  
517.2   	-79.36  
517.6   	-79.81  
518     	-80.09  
518.4   	-80.27  
518.8   	-80.37  
519.2   	-80.42  
519.6   	-80.43  
520     	-80.4   
520.4   	-80.35  
520.8   	-80.27  
521.2   	-80.18  
521.6   	-80.06  
522     	-79.93  
522.4   	-79.79  
522.8   	-79.65  
523.2   	-79.5   
523.6   	-79.36  
524     	-79.23  
524.4   	-79.11  
524.8   	-79     
525.2   	-78.9   
525.6   	-78.8   
526     	-78.71  
526.4   	-78.6   
526.8   	-78.47  
527.2   	-78.31  
527.6   	-78.07  
528     	-77.6   
528.4   	-76.18  
528.8   	-69.91  
529.2   	-43.89  
529.6   	41.1    
