
SWEPT_VAR_1 = 95.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.7   
3.6     	-71.32  
4       	-71.9   
4.4     	-72.45  
4.8     	-72.97  
5.2     	-73.46  
5.6     	-73.92  
6       	-74.35  
6.4     	-74.75  
6.8     	-75.13  
7.2     	-75.49  
7.6     	-75.83  
8       	-76.15  
8.4     	-76.45  
8.8     	-76.73  
9.2     	-76.99  
9.6     	-77.22  
10      	-77.43  
10.4    	-77.63  
10.8    	-77.82  
11.2    	-78     
11.6    	-78.15  
12      	-78.3   
12.4    	-78.44  
12.8    	-78.57  
13.2    	-78.7   
13.6    	-78.82  
14      	-78.93  
14.4    	-79.05  
14.8    	-79.16  
15.2    	-79.27  
15.6    	-79.37  
16      	-79.47  
16.4    	-79.56  
16.8    	-79.64  
17.2    	-79.73  
17.6    	-79.8   
18      	-79.87  
18.4    	-79.92  
18.8    	-79.96  
19.2    	-79.99  
19.6    	-80.02  
20      	-80.05  
20.4    	-80.08  
20.8    	-80.1   
21.2    	-80.13  
21.6    	-80.15  
22      	-80.17  
22.4    	-80.19  
22.8    	-80.2   
23.2    	-80.22  
23.6    	-80.24  
24      	-80.25  
24.4    	-80.26  
24.8    	-80.27  
25.2    	-80.27  
25.6    	-80.27  
26      	-80.27  
26.4    	-80.27  
26.8    	-80.28  
27.2    	-80.29  
27.6    	-80.3   
28      	-80.32  
28.4    	-80.34  
28.8    	-80.36  
29.2    	-80.39  
29.6    	-80.42  
30      	-80.45  
30.4    	-80.47  
30.8    	-80.5   
31.2    	-80.52  
31.6    	-80.53  
32      	-80.54  
32.4    	-80.55  
32.8    	-80.57  
33.2    	-80.59  
33.6    	-80.6   
34      	-80.63  
34.4    	-80.65  
34.8    	-80.67  
35.2    	-80.7   
35.6    	-80.72  
36      	-80.74  
36.4    	-80.76  
36.8    	-80.78  
37.2    	-80.8   
37.6    	-80.82  
38      	-80.85  
38.4    	-80.87  
38.8    	-80.89  
39.2    	-80.91  
39.6    	-80.93  
40      	-80.96  
40.4    	-80.98  
40.8    	-81     
41.2    	-81.01  
41.6    	-81.04  
42      	-81.06  
42.4    	-81.08  
42.8    	-81.11  
43.2    	-81.14  
43.6    	-81.16  
44      	-81.17  
44.4    	-81.18  
44.8    	-81.18  
45.2    	-81.19  
45.6    	-81.2   
46      	-81.22  
46.4    	-81.23  
46.8    	-81.24  
47.2    	-81.26  
47.6    	-81.27  
48      	-81.29  
48.4    	-81.31  
48.8    	-81.34  
49.2    	-81.36  
49.6    	-81.39  
50      	-81.42  
50.4    	-81.46  
50.8    	-81.49  
51.2    	-81.53  
51.6    	-81.57  
52      	-81.6   
52.4    	-81.64  
52.8    	-81.68  
53.2    	-81.71  
53.6    	-81.74  
54      	-81.77  
54.4    	-81.8   
54.8    	-81.82  
55.2    	-81.85  
55.6    	-81.87  
56      	-81.9   
56.4    	-81.92  
56.8    	-81.95  
57.2    	-81.97  
57.6    	-81.99  
58      	-82.01  
58.4    	-82.01  
58.8    	-82.01  
59.2    	-82     
59.6    	-81.98  
60      	-81.96  
60.4    	-81.92  
60.8    	-81.88  
61.2    	-81.83  
61.6    	-81.79  
62      	-81.74  
62.4    	-81.7   
62.8    	-81.66  
63.2    	-81.63  
63.6    	-81.6   
64      	-81.58  
64.4    	-81.57  
64.8    	-81.55  
65.2    	-81.55  
65.6    	-81.54  
66      	-81.53  
66.4    	-81.51  
66.8    	-81.5   
67.2    	-81.48  
67.6    	-81.46  
68      	-81.45  
68.4    	-81.44  
68.8    	-81.43  
69.2    	-81.42  
69.6    	-81.4   
70      	-81.38  
70.4    	-81.35  
70.8    	-81.32  
71.2    	-81.29  
71.6    	-81.25  
72      	-81.2   
72.4    	-81.14  
72.8    	-81.07  
73.2    	-81.01  
73.6    	-80.95  
74      	-80.88  
74.4    	-80.82  
74.8    	-80.77  
75.2    	-80.72  
75.6    	-80.67  
76      	-80.63  
