
SWEPT_VAR_1 = 45.0    // Syn: Source PP \ NetStim \ PARAMETER \ interval (ms)

t	s.v( 0.05 )
ms	mV
0       	-64.65  
0.4     	-65.51  
0.8     	-66.35  
1.2     	-67.15  
1.6     	-67.92  
2       	-68.66  
2.4     	-69.37  
2.8     	-70.05  
3.2     	-70.69  
3.6     	-71.3   
4       	-71.87  
4.4     	-72.41  
4.8     	-72.93  
5.2     	-73.41  
5.6     	-73.87  
6       	-74.29  
6.4     	-74.69  
6.8     	-75.07  
7.2     	-75.42  
7.6     	-75.74  
8       	-76.03  
8.4     	-76.3   
8.8     	-76.53  
9.2     	-76.71  
9.6     	-76.65  
10      	-76     
10.4    	-72.89  
10.8    	-58.67  
11.2    	11.83   
11.6    	42.81   
12      	30.23   
12.4    	12.97   
12.8    	-4.906  
13.2    	-22.88  
13.6    	-41.84  
14      	-57.83  
14.4    	-67.71  
14.8    	-73.21  
15.2    	-76.27  
15.6    	-78.03  
16      	-79.09  
16.4    	-79.76  
16.8    	-80.2   
17.2    	-80.5   
17.6    	-80.71  
18      	-80.87  
18.4    	-80.99  
18.8    	-81.07  
19.2    	-81.13  
19.6    	-81.17  
20      	-81.19  
20.4    	-81.19  
20.8    	-81.19  
21.2    	-81.18  
21.6    	-81.16  
22      	-81.13  
22.4    	-81.1   
22.8    	-81.05  
23.2    	-80.98  
23.6    	-80.81  
24      	-80.3   
24.4    	-78.93  
24.8    	-73.85  
25.2    	-54.29  
25.6    	29.96   
26      	41.39   
26.4    	27.7    
26.8    	10.22   
27.2    	-7.558  
27.6    	-25.68  
28      	-44.43  
28.4    	-59.51  
28.8    	-68.6   
29.2    	-73.67  
29.6    	-76.51  
30      	-78.15  
30.4    	-79.13  
30.8    	-79.75  
31.2    	-80.16  
31.6    	-80.43  
32      	-80.61  
32.4    	-80.74  
32.8    	-80.82  
33.2    	-80.87  
33.6    	-80.91  
34      	-80.92  
34.4    	-80.92  
34.8    	-80.86  
35.2    	-80.58  
35.6    	-79.85  
36      	-77.59  
36.4    	-68.94  
36.8    	-36.62  
37.2    	42.66   
37.6    	36.66   
38      	20.84   
38.4    	2.984   
38.8    	-14.7   
39.2    	-33.36  
39.6    	-51.23  
40      	-63.79  
40.4    	-71     
40.8    	-75.01  
41.2    	-77.28  
41.6    	-78.61  
42      	-79.44  
42.4    	-79.97  
42.8    	-80.32  
43.2    	-80.57  
43.6    	-80.75  
44      	-80.87  
44.4    	-80.96  
44.8    	-81.01  
45.2    	-81.04  
45.6    	-81.06  
46      	-81.06  
46.4    	-81.02  
46.8    	-80.81  
47.2    	-80.22  
47.6    	-78.56  
48      	-72.32  
48.4    	-48.84  
48.8    	37.54   
49.2    	39.78   
49.6    	25.19   
50      	7.52    
50.4    	-10.19  
50.8    	-28.52  
51.2    	-47.03  
51.6    	-61.2   
52      	-69.54  
52.4    	-74.19  
52.8    	-76.79  
53.2    	-78.3   
53.6    	-79.2   
54      	-79.75  
54.4    	-80.1   
54.8    	-80.33  
55.2    	-80.47  
55.6    	-80.56  
56      	-80.6   
56.4    	-80.61  
56.8    	-80.59  
57.2    	-80.5   
57.6    	-80.22  
58      	-79.51  
58.4    	-77.29  
58.8    	-68.7   
59.2    	-36.4   
59.6    	42.56   
60      	36.52   
60.4    	20.68   
60.8    	2.838   
61.2    	-14.83  
61.6    	-33.49  
62      	-51.32  
62.4    	-63.83  
62.8    	-71     
63.2    	-74.98  
63.6    	-77.23  
64      	-78.55  
64.4    	-79.36  
64.8    	-79.87  
65.2    	-80.21  
65.6    	-80.43  
66      	-80.58  
66.4    	-80.68  
66.8    	-80.74  
67.2    	-80.78  
67.6    	-80.8   
68      	-80.81  
68.4    	-80.82  
68.8    	-80.81  
69.2    	-80.79  
69.6    	-80.77  
70      	-80.74  
70.4    	-80.71  
70.8    	-80.68  
71.2    	-80.63  
71.6    	-80.58  
72      	-80.52  
72.4    	-80.46  
72.8    	-80.4   
73.2    	-80.33  
73.6    	-80.25  
74      	-80.16  
74.4    	-80.08  
74.8    	-79.99  
75.2    	-79.91  
75.6    	-79.79  
76      	-79.47  
76.4    	-78.54  
